ts	imei	mwra	c.dogalize	c.android.chrome	c.katana	c.android.gm	c.android.youtube	c.android.vending	c.updateassist	c.UCMobile.x86	c.UCMobile.intl	c.raider
2018-05-07 10:12:00	8630330696303482162	0.00000	11.93863	13.68560	12.05878	7.55824	8.74297	64.56432	0.00047	28.44380	47.32370	90.34173
2018-05-07 10:13:00	359043379931766254	1.00000	4.27934	11.92944	14.78302	7.28486	12.47885	54.28735	0.00122	84.71448	99.76374	62.18791
2018-05-07 10:14:00	8630330696303481586	0.00000	13.47748	13.61771	13.62427	7.27048	6.53808	52.70701	0.00027	96.95978	8.18465	44.46064
2018-05-07 10:15:00	359043379931766106	0.00000	11.45272	13.95463	13.33980	10.30138	11.60915	49.48682	0.00192	61.53501	66.10683	48.71029
2018-05-07 10:16:00	359043379931766684	1.00000	9.67506	14.66528	10.60247	10.61128	10.67231	53.18632	0.00002	49.23355	62.09749	48.18956
2018-05-07 10:17:00	863033069630348792	1.00000	10.67214	16.17067	13.77913	7.01552	9.62912	58.70521	0.00064	55.21920	40.75293	14.40063
2018-05-07 10:18:00	8630330696303481933	1.00000	7.80502	10.77874	9.79558	7.52766	9.18235	73.10745	0.00089	42.88746	27.52637	35.41147
2018-05-07 10:19:00	8630330696303482386	1.00000	14.23535	15.56656	11.31505	12.91332	15.06571	38.16586	0.00153	63.96102	13.37236	88.53951
2018-05-07 10:20:00	3590433799317661958	1.00000	9.52127	8.02330	8.00480	14.39248	7.96763	56.88095	0.01304	89.68207	0.69258	66.48048
2018-05-07 10:21:00	3590433799317661693	0.00000	14.78444	12.73079	13.36409	10.91924	7.78720	50.30959	0.00080	41.96498	30.19686	38.57861
2018-05-07 10:22:00	8630330696303482030	0.00000	13.71622	13.07644	12.62987	12.86488	14.27990	66.96040	0.00130	52.06624	91.50040	74.19987
2018-05-07 10:23:00	863033069630348438	0.00000	7.56239	12.69026	13.87847	7.07595	12.39808	47.54016	0.00334	94.09132	67.94861	13.63990
2018-05-07 10:24:00	3590433799317662113	1.00000	5.99421	12.24534	5.09060	12.70260	9.15768	72.08738	0.26780	44.13434	29.78276	56.11640
2018-05-07 10:25:00	863033069630348040	0.00000	13.65236	15.12925	12.88920	13.68875	13.45511	43.87331	0.00024	47.93574	89.36275	77.25237
2018-05-07 10:26:00	863033069630348859	1.00000	10.29351	14.43149	10.43674	8.99350	13.59348	44.59717	0.00066	62.04861	93.30285	41.49595
2018-05-07 10:27:00	3590433799317662063	0.00000	11.54612	10.57446	10.52881	10.52233	14.11032	56.65001	0.00058	82.91503	10.15434	48.96772
2018-05-07 10:28:00	8630330696303481867	0.00000	9.46872	12.33837	11.02683	12.05401	11.34055	79.54545	0.00015	93.37867	33.87021	11.92977
2018-05-07 10:29:00	359043379931766221	1.00000	11.22570	9.50732	9.56097	16.08101	9.58779	44.41048	0.00315	57.52886	27.73652	28.30542
2018-05-07 10:30:00	8630330696303481651	0.00000	13.58867	13.33227	13.60161	11.85502	9.50706	51.91022	0.00034	99.42546	97.16273	68.25230
2018-05-07 10:31:00	3590433799317662287	1.00000	4.31567	8.45367	12.28514	7.17951	11.65483	52.44773	0.03884	42.44775	11.11514	29.11781
2018-05-07 10:32:00	863033069630348958	1.00000	8.62951	13.83998	12.47578	6.79560	5.28147	47.57164	0.00049	44.68467	27.23450	49.72860
2018-05-07 10:33:00	863033069630348289	0.00000	10.90726	10.64827	9.81351	17.66130	7.00451	75.73925	0.00004	53.76017	93.34769	36.72093
2018-05-07 10:34:00	863033069630348883	1.00000	8.37861	9.50042	6.26044	14.52657	7.42556	48.09745	0.00149	66.37138	86.48031	72.40876
2018-05-07 10:35:00	359043379931766205	1.00000	7.75278	12.10772	14.28033	5.89604	12.42100	52.55758	0.00648	71.09308	14.21501	42.78981
2018-05-07 10:36:00	8630330696303481560	1.00000	8.25076	14.07328	9.58687	14.56778	8.51530	48.46406	0.00208	56.95855	75.88927	6.01425
2018-05-07 10:37:00	8630330696303482022	1.00000	7.58516	14.03197	16.22631	6.29403	9.55368	63.65961	0.00190	89.96643	57.24588	34.38078
2018-05-07 10:38:00	863033069630348982	0.00000	15.01337	14.55497	13.13029	11.53726	12.43332	72.04139	0.00039	16.54264	71.75191	38.27457
2018-05-07 10:39:00	3590433799317661537	1.00000	8.67684	12.60844	9.47198	10.52961	5.55513	64.26566	0.00240	0.17001	11.76963	3.38619
2018-05-07 10:40:00	3590433799317661768	1.00000	10.57501	10.95983	14.22883	8.87318	10.84963	50.63300	0.00028	21.85258	49.93913	33.17526
2018-05-07 10:41:00	359043379931766684	0.00000	5.86706	11.45983	15.98252	5.52365	14.68504	49.36797	0.03501	4.24566	76.17501	52.74110
2018-05-07 10:42:00	863033069630348453	0.00000	6.74342	9.24537	11.94231	6.93175	10.47667	52.09672	0.00019	28.77524	80.00066	63.36265
2018-05-07 10:43:00	8630330696303482022	0.00000	12.29398	16.52632	13.30138	7.97749	10.23912	68.77206	0.00020	62.64233	62.46320	90.55852
2018-05-07 10:44:00	359043379931766866	1.00000	9.39941	13.51852	9.17285	14.77160	8.75564	70.10097	0.00236	74.77827	3.79904	72.49804
2018-05-07 10:45:00	863033069630348982	1.00000	7.61979	14.86962	8.28323	11.67418	8.66797	48.30744	0.01695	69.21076	70.70108	79.93885
2018-05-07 10:46:00	863033069630348917	0.00000	14.73567	9.70549	11.97124	10.29095	14.54687	55.32242	0.00060	86.03919	88.01334	50.20371
2018-05-07 10:47:00	3590433799317661529	0.00000	7.46167	16.04925	14.27389	7.74481	12.14269	67.75000	0.00031	66.91839	59.03107	33.79353
2018-05-07 10:48:00	863033069630348370	0.00000	14.29502	11.43823	14.49726	10.88084	6.27222	73.67595	0.00160	84.53720	43.73935	0.62196
2018-05-07 10:49:00	359043379931766452	1.00000	6.52962	13.97061	9.48294	11.66405	6.32290	64.36868	0.00132	76.24148	36.24064	81.51902
2018-05-07 10:50:00	3590433799317662329	1.00000	6.01165	13.71140	7.53508	12.38499	10.10597	38.51174	0.00369	91.64508	99.17357	37.29700
2018-05-07 10:51:00	8630330696303482097	1.00000	11.02228	16.89760	12.03836	7.88889	12.65943	50.69676	0.00583	77.14064	25.53139	90.91434
2018-05-07 10:52:00	359043379931766544	1.00000	10.56536	11.20508	11.26113	11.01915	11.80395	69.12528	0.04132	16.75695	24.79538	42.48429
2018-05-07 10:53:00	359043379931766031	1.00000	6.88642	16.01076	4.93076	10.78880	9.58872	54.63151	0.01938	3.50909	84.35120	75.79674
2018-05-07 10:54:00	8630330696303481651	0.00000	8.59779	11.42171	6.23766	11.48453	7.85642	40.25897	0.03188	72.54745	83.21593	40.02103
2018-05-07 10:55:00	359043379931766148	1.00000	8.35964	14.05587	6.86592	10.16213	9.65269	79.81748	0.00941	91.10390	54.69342	38.69265
2018-05-07 10:56:00	359043379931766619	1.00000	7.65740	11.56252	7.77323	12.48580	6.57817	21.64628	0.00051	31.45306	81.45673	43.03045
2018-05-07 10:57:00	863033069630348719	0.00000	10.80613	11.31772	12.91792	11.18341	7.85415	68.97863	0.00036	13.89647	80.12821	96.49963
2018-05-07 10:58:00	3590433799317662162	1.00000	8.64503	12.16644	14.42773	9.75462	14.27880	46.66965	0.00459	39.26230	16.57750	69.56865
2018-05-07 10:59:00	8630330696303481040	0.00000	11.39891	13.32226	13.64682	9.55973	10.88952	52.87691	0.00117	11.48832	16.90026	3.35069
2018-05-07 11:00:00	359043379931766221	0.00000	9.62559	12.00970	13.67114	12.99187	11.19936	64.37719	0.00004	45.82497	80.43776	90.37201
2018-05-07 11:01:00	8630330696303481073	1.00000	7.44369	10.47913	13.23268	9.00536	12.40072	35.19942	0.00058	20.47573	13.46887	73.32385
2018-05-07 11:02:00	359043379931766064	1.00000	6.08140	12.53246	14.86454	6.31994	9.67656	69.79177	0.00096	32.53105	57.46638	59.05790
2018-05-07 11:03:00	863033069630348453	0.00000	13.28799	15.50519	15.99454	6.43603	7.75380	76.79007	0.00032	82.68481	40.95107	51.45556
2018-05-07 11:04:00	8630330696303481701	0.00000	14.74231	12.30683	11.92852	6.34333	9.46459	46.83482	0.00011	69.42846	6.30286	65.17360
2018-05-07 11:05:00	8630330696303482071	0.00000	9.85951	11.25776	9.91875	12.49187	9.83357	59.09564	0.01606	16.92912	54.05213	9.47687
2018-05-07 11:06:00	863033069630348792	1.00000	6.00407	13.14725	14.54514	6.89275	11.02768	53.05751	0.00009	52.65616	84.27233	84.01715
2018-05-07 11:07:00	3590433799317661495	1.00000	9.04342	10.82430	10.74452	10.15276	7.39353	74.06118	0.22600	6.83092	25.38298	67.08028
2018-05-07 11:08:00	863033069630348040	1.00000	9.48865	11.24052	11.24138	7.36525	14.31533	60.54145	0.01877	86.63917	52.71204	18.72178
2018-05-07 11:09:00	863033069630348602	0.00000	8.11321	11.83457	12.65857	11.77265	11.46439	65.40935	0.00006	46.46114	0.00000	99.98590
2018-05-07 11:10:00	3590433799317662261	0.00000	14.01679	11.20150	11.81941	11.43821	11.66702	59.10004	0.00335	14.64819	82.91272	64.93514
2018-05-07 11:11:00	359043379931766569	1.00000	7.71149	13.94195	8.73063	7.78019	6.23952	45.64103	0.00306	18.72118	8.19931	30.49703
2018-05-07 11:12:00	359043379931766387	1.00000	7.99462	10.50839	11.39875	9.55517	13.06022	74.94551	0.07866	78.22786	44.84282	84.41724
2018-05-07 11:13:00	863033069630348347	0.00000	14.99469	11.76704	14.47789	10.21711	6.60133	88.73085	0.00072	13.41744	75.96674	36.35866
2018-05-07 11:14:00	3590433799317661727	1.00000	8.18390	11.18606	12.19241	9.28372	11.94826	53.41477	0.00021	12.64538	73.29263	32.18147
2018-05-07 11:15:00	8630330696303481669	1.00000	8.30618	12.69785	14.32517	7.69969	12.56398	72.05657	0.00090	33.80155	74.62085	34.38697
2018-05-07 11:16:00	359043379931766924	1.00000	9.37924	12.26479	9.93241	7.69663	11.06091	52.61419	0.00319	41.48379	23.89247	11.01310
2018-05-07 11:17:00	359043379931766049	0.00000	11.96176	13.45811	12.65280	10.02275	10.82830	43.58333	0.00247	95.37239	59.70459	51.25081
2018-05-07 11:18:00	8630330696303482006	1.00000	10.63909	15.61887	10.75881	10.33846	8.56470	50.92961	0.00156	0.09453	3.37190	19.83616
2018-05-07 11:19:00	359043379931766205	1.00000	9.78501	11.23400	7.99287	11.10465	6.68237	41.58584	0.00017	43.74150	64.63801	7.41905
2018-05-07 11:20:00	3590433799317662048	0.00000	11.43751	11.51778	10.45814	7.36282	11.55137	48.24648	0.00011	49.23396	93.11150	7.96815
2018-05-07 11:21:00	3590433799317661255	1.00000	5.91114	11.67885	13.28410	7.85287	15.20674	48.45701	0.00989	43.53822	30.19566	30.58906
2018-05-07 11:22:00	359043379931766312	1.00000	10.43581	13.53077	11.23944	10.20498	9.34554	57.07691	0.00256	92.81821	31.96801	35.46648
2018-05-07 11:23:00	8630330696303481792	1.00000	9.54764	17.43619	13.67906	7.38091	10.31593	21.46178	0.00013	26.12704	91.41584	90.48760
2018-05-07 11:24:00	359043379931766429	1.00000	10.52752	13.24542	13.51609	9.97240	11.38868	42.32134	0.00081	26.03493	41.39528	74.65511
2018-05-07 11:25:00	3590433799317662303	1.00000	9.84554	10.94658	7.37624	14.73526	10.58813	49.69787	0.03209	65.81977	3.87768	53.84194
2018-05-07 11:26:00	863033069630348487	1.00000	5.80797	17.67033	9.26974	17.47017	10.74559	43.98060	0.00147	2.46145	43.23611	38.75373
2018-05-07 11:27:00	8630330696303482097	1.00000	8.02791	11.77493	7.40822	11.45770	7.81938	58.71116	0.06769	69.60704	1.69625	35.84179
2018-05-07 11:28:00	863033069630348164	0.00000	16.78954	12.05060	11.57338	11.52574	11.79153	55.79600	0.00037	36.62865	18.85149	43.70879
2018-05-07 11:29:00	3590433799317661354	1.00000	10.52784	11.89174	8.54839	12.23045	11.55681	49.58715	0.04864	68.43399	16.16529	64.64049
2018-05-07 11:30:00	359043379931766106	1.00000	9.70940	12.25901	16.19384	7.65130	10.57667	39.24224	0.01005	22.87620	53.41299	49.57839
2018-05-07 11:31:00	863033069630348545	1.00000	6.75941	18.00423	8.52895	12.39455	7.37933	45.50760	0.00003	44.78996	28.50377	57.31045
2018-05-07 11:32:00	8630330696303481677	1.00000	9.08279	10.77990	11.40951	9.54569	6.62991	47.41040	0.00158	91.27730	80.14620	8.49786
2018-05-07 11:33:00	863033069630348925	0.00000	13.83997	13.81637	13.15235	8.86956	9.48745	68.05524	0.00567	39.70753	24.08064	61.59555
2018-05-07 11:34:00	359043379931766163	0.00000	16.49928	11.45543	15.15542	8.92661	4.44715	59.73897	0.00011	23.77573	74.29195	17.45148
2018-05-07 11:35:00	359043379931766908	1.00000	10.03082	9.46289	6.94920	13.45620	8.83235	57.48544	0.13392	92.19910	58.03807	85.26834
2018-05-07 11:36:00	863033069630348891	1.00000	6.57847	12.54644	16.59951	6.43540	12.40614	52.47445	0.00296	8.01418	57.70389	98.16334
2018-05-07 11:37:00	863033069630348677	0.00000	11.69481	13.76634	13.18098	15.19631	11.65971	47.29565	0.00017	49.85199	36.70136	4.65412
2018-05-07 11:38:00	863033069630348677	1.00000	7.92231	8.87083	9.87443	14.65594	5.26551	66.31715	0.00125	49.64045	94.80102	48.64770
2018-05-07 11:39:00	359043379931766908	0.00000	9.76573	13.17014	9.14805	11.73873	11.63415	44.54372	0.00004	23.25307	45.57337	66.31859
2018-05-07 11:40:00	8630330696303482204	0.00000	10.16332	15.19102	12.25118	9.71620	10.26049	62.30494	0.00003	41.75099	99.43447	45.98333
2018-05-07 11:41:00	3590433799317661651	1.00000	7.83458	13.38559	12.43935	7.94753	9.74238	84.19408	0.04963	77.01285	66.79387	23.99841
2018-05-07 11:42:00	359043379931766395	1.00000	8.66307	11.64014	11.04647	9.33131	8.57156	66.02981	0.02384	44.18013	13.88158	34.16721
2018-05-07 11:43:00	359043379931766528	1.00000	8.29889	12.81033	11.96062	8.47275	10.15614	72.68467	0.00113	10.40882	23.89300	36.77540
2018-05-07 11:44:00	359043379931766163	1.00000	10.01581	13.32076	12.81051	8.33083	11.20582	44.23097	0.00425	44.81957	73.33249	28.18439
2018-05-07 11:45:00	863033069630348347	1.00000	8.51685	10.98388	13.11067	8.27829	14.90632	46.81207	0.02811	42.02781	74.85954	52.99146
2018-05-07 11:46:00	8630330696303481776	1.00000	8.72689	13.68930	10.42060	12.27470	8.77671	44.27104	0.01805	6.03127	85.98904	25.47315
2018-05-07 11:47:00	863033069630348750	1.00000	9.68126	14.02447	10.94424	9.11590	12.93505	54.11180	0.21961	99.80447	79.97977	29.66826
2018-05-07 11:48:00	3590433799317662287	1.00000	7.28419	10.25456	9.83821	16.45483	8.86303	56.32717	0.04902	76.58852	91.83695	59.81983
2018-05-07 11:49:00	359043379931766148	0.00000	7.52725	15.67223	6.47673	8.71447	9.01864	47.87843	0.00287	94.16843	7.47180	50.83358
2018-05-07 11:50:00	3590433799317661909	0.00000	13.12595	11.44811	13.44973	9.20364	8.62644	65.06438	0.00009	60.35356	62.89736	82.03261
2018-05-07 11:51:00	3590433799317661990	0.00000	13.22954	10.77626	10.37626	9.48342	9.35135	44.76979	0.00008	14.97626	71.78917	86.40159
2018-05-07 11:52:00	359043379931766981	1.00000	5.96260	15.70281	6.82846	16.10826	9.40089	40.91464	0.01105	89.74457	30.01030	20.98908
2018-05-07 11:53:00	863033069630348859	0.00000	13.85998	12.92032	12.52869	9.47727	10.14706	64.27500	0.00003	10.54558	63.68062	35.63096
2018-05-07 11:54:00	8630330696303481636	0.00000	9.47092	9.78442	8.91683	9.89710	10.68379	68.98353	0.00005	95.85505	97.02058	1.92495
2018-05-07 11:55:00	359043379931766163	1.00000	10.81951	9.07869	7.90227	12.38439	7.15878	84.33034	0.00675	95.39772	13.60770	77.01516
2018-05-07 11:56:00	3590433799317661164	0.00000	11.35140	11.56681	10.79939	11.91474	9.42063	72.48295	0.00008	2.38404	72.40849	18.94916
2018-05-07 11:57:00	863033069630348875	1.00000	10.28593	11.20655	9.69283	11.82030	11.03432	48.11507	0.02794	60.91790	10.20963	23.33342
2018-05-07 11:58:00	863033069630348784	1.00000	7.71696	12.11526	8.51531	13.20623	6.99693	37.31512	0.00389	14.39177	12.32153	60.74017
2018-05-07 11:59:00	3590433799317661891	0.00000	10.45053	11.48098	13.11653	14.84228	12.23154	70.79307	0.00003	78.33982	21.63679	15.12872
2018-05-07 12:00:00	863033069630348669	0.00000	13.66117	13.28597	12.07249	6.59091	9.23987	60.59831	0.00010	33.07956	69.71048	24.53403
2018-05-07 12:01:00	3590433799317661693	0.00000	6.65024	14.72271	4.57969	10.40835	9.09037	43.92369	0.00027	15.41097	58.45155	35.00625
2018-05-07 12:02:00	863033069630348891	1.00000	10.43098	10.64664	13.23514	13.71597	14.45519	74.87498	0.00012	73.63419	33.53800	85.28217
2018-05-07 12:03:00	863033069630348966	1.00000	8.04618	12.40675	11.90204	12.27741	7.18732	31.17248	0.00307	68.86761	69.14000	89.21478
2018-05-07 12:04:00	863033069630348651	0.00000	10.63529	11.84598	10.88310	8.75959	10.88951	68.97629	0.00005	7.22201	13.68452	90.16606
2018-05-07 12:05:00	863033069630348289	1.00000	11.35543	12.01204	10.32169	13.53947	7.51660	58.63309	0.00105	47.11131	92.82470	68.27100
2018-05-07 12:06:00	3590433799317662238	0.00000	11.16307	12.74059	12.71820	8.67601	9.12075	53.92693	0.00025	43.05844	18.01831	36.20641
2018-05-07 12:07:00	863033069630348172	0.00000	13.78669	15.32237	14.12087	8.13382	8.78371	68.93682	0.00065	10.66201	14.25131	49.49219
2018-05-07 12:08:00	863033069630348594	1.00000	8.86686	14.60336	9.18325	14.23433	8.48062	50.26358	0.00061	100.00000	1.59725	15.52935
2018-05-07 12:09:00	3590433799317661511	0.00000	12.54859	12.78377	11.42933	11.03932	12.44478	60.05617	0.00213	9.02256	22.26575	86.80426
2018-05-07 12:10:00	8630330696303482329	0.00000	14.85113	12.14210	15.69941	7.54886	7.18950	44.69485	0.00414	83.37868	38.64816	45.76606
2018-05-07 12:11:00	3590433799317661560	0.00000	14.54554	9.73872	11.69267	11.73935	10.88962	69.09235	0.00009	26.72198	21.01983	61.76409
2018-05-07 12:12:00	8630330696303482436	0.00000	11.37333	14.72699	12.02441	14.71229	14.46473	51.74585	0.00037	97.68202	73.67553	46.97152
2018-05-07 12:13:00	8630330696303481818	1.00000	10.23573	13.31175	11.12869	9.03905	10.21872	67.87999	0.00433	48.99506	75.72119	23.24847
2018-05-07 12:14:00	863033069630348404	1.00000	8.35460	15.23398	7.27925	13.01505	10.05781	51.61301	0.00110	20.07712	78.66014	18.65747
2018-05-07 12:15:00	3590433799317661966	0.00000	13.99790	11.91488	13.24161	12.13868	13.32513	54.96808	0.00021	71.06992	28.72442	86.60459
2018-05-07 12:16:00	8630330696303482238	1.00000	11.99908	15.97562	12.65616	6.78496	12.92225	77.39892	0.00217	33.49137	77.18454	44.05102
2018-05-07 12:17:00	359043379931766866	0.00000	12.89450	9.12710	9.85699	10.22704	9.39254	49.32219	0.00005	16.03509	76.35651	7.06223
2018-05-07 12:18:00	863033069630348321	1.00000	9.61507	15.09958	13.29257	8.05957	9.19769	67.75203	0.00008	12.54911	29.74490	46.01275
2018-05-07 12:19:00	359043379931766213	0.00000	14.90810	12.94474	12.17632	12.57697	12.53584	64.06748	0.00023	83.76334	16.11810	31.11680
2018-05-07 12:20:00	359043379931766239	1.00000	6.52244	15.51490	10.43381	10.47100	11.25484	53.04263	0.04336	49.04045	63.64473	34.76136
2018-05-07 12:21:00	863033069630348107	0.00000	12.01505	13.16660	10.49331	9.35012	10.84570	54.26154	0.00007	15.32388	39.59401	24.01617
2018-05-07 12:22:00	359043379931766411	1.00000	11.71506	15.07997	16.55698	6.87185	15.22776	61.03439	0.00550	96.59199	1.21225	97.94259
2018-05-07 12:23:00	3590433799317662477	0.00000	9.48961	13.64878	11.94234	8.49129	11.54093	69.85896	0.06868	61.98417	92.60388	58.88242
2018-05-07 12:24:00	3590433799317661636	1.00000	9.40608	8.24850	10.84486	10.81398	5.08506	32.79920	0.09447	6.26573	91.75657	66.80059
2018-05-07 12:25:00	3590433799317661248	0.00000	15.78505	13.58235	14.86651	6.90265	6.78236	62.40574	0.00041	5.83727	4.51555	35.71341
2018-05-07 12:26:00	8630330696303481453	1.00000	9.38055	13.94711	15.33652	6.95899	11.96646	44.61574	0.00070	24.02125	50.21193	94.14031
2018-05-07 12:27:00	3590433799317661305	1.00000	10.20378	11.67288	11.27020	9.20742	14.65851	26.55488	0.05474	79.30706	71.64617	24.54695
2018-05-07 12:28:00	8630330696303481214	0.00000	11.05146	12.42337	9.33858	7.53869	10.35261	51.17344	0.00005	88.19074	44.22362	99.98662
2018-05-07 12:29:00	8630330696303481313	1.00000	7.69823	12.32975	14.26570	6.89638	11.68671	43.03461	0.00116	81.81059	70.47632	68.07476
2018-05-07 12:30:00	8630330696303481867	0.00000	13.04437	14.67680	12.67088	9.07831	9.61105	57.48731	0.00028	51.19361	84.28674	53.61697
2018-05-07 12:31:00	3590433799317662345	0.00000	14.36089	8.40868	13.63482	9.56340	5.08202	50.44028	0.00116	6.79167	95.75960	37.43336
2018-05-07 12:32:00	8630330696303482188	1.00000	10.39576	13.07192	9.35477	12.03161	10.87717	67.01776	0.07054	6.95212	57.73616	84.35334
2018-05-07 12:33:00	863033069630348651	1.00000	8.83570	13.02761	12.60186	7.53972	11.26058	62.67449	0.00413	86.01523	63.08291	79.23020
2018-05-07 12:34:00	863033069630348537	1.00000	12.08798	9.21901	10.59766	14.79257	11.56110	59.79444	0.02965	50.91616	20.77884	17.63883
2018-05-07 12:35:00	359043379931766205	1.00000	6.96465	9.23059	13.63833	9.82977	10.86482	54.17700	0.00281	25.93226	23.82004	3.94056
2018-05-07 12:36:00	863033069630348511	1.00000	13.15922	15.43395	11.40824	11.24845	15.89118	49.64017	0.00164	26.50778	5.87677	87.56543
2018-05-07 12:37:00	863033069630348743	1.00000	10.78141	13.59737	10.00818	12.45153	12.36481	61.03534	0.02594	94.30789	77.57728	50.86847
2018-05-07 12:38:00	359043379931766122	0.00000	9.09636	10.49873	9.45121	7.93702	13.81956	39.77098	0.00007	13.37897	60.42651	78.21971
2018-05-07 12:39:00	863033069630348610	1.00000	6.41561	10.00582	10.60580	10.49526	13.07044	51.82760	0.01893	20.39392	34.45874	18.33276
2018-05-07 12:40:00	863033069630348404	0.00000	11.72897	15.32083	12.86506	13.70477	10.10197	59.26730	0.00006	2.34025	87.21494	49.68921
2018-05-07 12:41:00	3590433799317662170	1.00000	8.36902	10.81819	8.59683	13.66453	7.66264	47.69543	0.03844	52.32273	83.81679	0.36409
2018-05-07 12:42:00	863033069630348883	1.00000	10.96233	13.73533	13.27232	10.38560	11.83793	63.04221	0.02767	98.34467	13.56109	13.87369
2018-05-07 12:43:00	863033069630348719	0.00000	12.34856	13.94747	10.83783	14.53750	12.76442	37.55854	0.00004	61.25695	38.96647	11.75703
2018-05-07 12:44:00	8630330696303481925	1.00000	7.58973	12.97119	11.10448	10.23554	11.70129	35.60436	0.00018	43.32333	99.16724	64.36900
2018-05-07 12:45:00	863033069630348164	1.00000	5.69788	12.70568	13.16300	7.45634	6.57181	63.65292	0.00025	19.27745	85.38242	4.40841
2018-05-07 12:46:00	8630330696303481628	0.00000	11.74773	14.48993	13.35452	12.26272	10.93774	54.62777	0.00005	25.93259	94.42098	22.61819
2018-05-07 12:47:00	8630330696303481651	0.00000	12.03117	10.04284	12.23290	9.63122	6.30881	59.28712	0.00008	24.57237	79.74678	71.24725
2018-05-07 12:48:00	359043379931766239	0.00000	10.92077	11.88817	12.29494	12.76608	12.61697	68.36523	0.00019	40.54762	12.20793	31.54246
2018-05-07 12:49:00	3590433799317662410	1.00000	6.97504	13.59617	8.74368	6.41940	7.98305	33.17650	0.01966	36.60797	2.84476	87.60602
2018-05-07 12:50:00	3590433799317661610	1.00000	11.58530	12.19193	8.09275	12.48438	7.68221	53.15510	0.00013	58.95224	35.40041	18.13757
2018-05-07 12:51:00	863033069630348834	1.00000	9.35612	10.35283	11.25464	10.59263	12.35276	60.98440	0.00050	3.16338	71.91170	97.91485
2018-05-07 12:52:00	863033069630348552	1.00000	8.52747	10.98146	10.81075	16.43350	9.88344	47.13413	0.12987	72.18183	88.50983	82.13105
2018-05-07 12:53:00	3590433799317662360	1.00000	8.24699	15.52622	7.72610	9.47691	10.85070	31.49155	0.02774	32.35718	42.29051	65.37445
2018-05-07 12:54:00	863033069630348743	0.00000	8.42720	11.24623	12.85605	10.06300	11.13038	38.36506	0.00080	17.75766	84.26883	39.30649
2018-05-07 12:55:00	3590433799317661602	1.00000	8.09729	13.42383	8.98040	15.07662	9.98843	51.42980	0.01273	55.47701	18.15127	19.12574
2018-05-07 12:56:00	863033069630348420	1.00000	8.31908	12.83598	11.12292	15.27013	8.28310	66.50885	0.00006	8.57327	20.13900	54.55580
2018-05-07 12:57:00	359043379931766783	1.00000	8.02351	11.20439	8.16669	9.43606	7.05879	71.88178	0.14475	82.10203	22.97009	48.70886
2018-05-07 12:58:00	863033069630348891	0.00000	10.91788	10.19058	9.01384	10.63331	10.10660	61.18373	0.00053	3.56417	34.15308	60.86997
2018-05-07 12:59:00	8630330696303482402	1.00000	10.09074	15.81217	12.31352	11.54524	9.99611	47.71182	0.00314	3.23734	29.32177	20.84388
2018-05-07 13:00:00	3590433799317661149	1.00000	10.44348	12.48717	10.69789	13.17121	8.57573	47.14629	0.00087	88.66195	72.84337	85.82251
2018-05-07 13:01:00	3590433799317661404	1.00000	7.15001	14.09313	7.70933	14.77500	10.43227	55.59694	0.02767	35.66681	65.61129	28.23883
2018-05-07 13:02:00	8630330696303481453	1.00000	7.40971	13.04342	7.92789	15.26276	11.91429	42.77923	0.41805	32.08553	48.26806	40.11857
2018-05-07 13:03:00	8630330696303481990	1.00000	8.77658	12.08865	10.72097	7.73060	12.91485	47.04598	0.10206	32.90567	49.89139	20.28422
2018-05-07 13:04:00	3590433799317662188	1.00000	11.93605	12.82656	10.20316	6.74446	9.81978	45.60619	0.00005	13.37535	52.97610	70.73603
2018-05-07 13:05:00	3590433799317661156	1.00000	10.77406	13.80616	9.44014	12.38629	9.46790	74.63180	0.00008	90.40331	86.11975	3.87704
2018-05-07 13:06:00	8630330696303481925	0.00000	14.32563	13.49971	11.32779	6.43645	11.58215	36.16589	0.00017	9.50989	56.06522	63.77618
2018-05-07 13:07:00	8630330696303481263	0.00000	10.32628	11.98812	9.57112	10.42420	11.95130	80.53057	0.00004	41.38373	62.14289	74.60602
2018-05-07 13:08:00	3590433799317661164	0.00000	8.73903	13.69482	5.87142	11.98496	10.65765	47.36891	0.00610	84.29805	13.01734	97.53529
2018-05-07 13:09:00	8630330696303481396	0.00000	11.22851	9.62923	12.39076	9.41606	10.89330	70.65979	0.00011	49.28803	39.24897	92.95527
2018-05-07 13:10:00	863033069630348107	1.00000	8.81244	14.44281	9.32898	10.28730	8.45066	49.62663	0.00126	86.32890	19.08388	27.82100
2018-05-07 13:11:00	359043379931766858	1.00000	7.44862	13.92318	7.19993	10.13802	9.46656	54.62467	0.00011	36.50056	41.47283	93.61574
2018-05-07 13:12:00	863033069630348818	1.00000	8.64415	9.36056	7.23762	14.32669	6.50748	44.58209	0.00311	58.90837	55.53995	98.53034
2018-05-07 13:13:00	359043379931766577	1.00000	9.09750	13.75901	13.64305	7.64098	10.25187	58.55859	0.00310	77.45672	75.85456	81.83584
2018-05-07 13:14:00	8630330696303481735	0.00000	14.78519	12.30715	11.38901	12.31049	14.17538	57.04889	0.00011	25.41776	61.41913	35.44715
2018-05-07 13:15:00	3590433799317662311	1.00000	2.91542	10.44643	18.72778	0.35268	14.08746	67.61609	0.02658	56.99492	94.19301	3.72294
