ts	imei	mwra	p.android.packageinstaller	p.android.externalstorage	p.system	p.android.chrome	p.android.settings	p.android.documentsui	p.android.gm	p.katana	p.google	p.android.gms	p.inputmethod.latin	p.process.gapps	p.olauncher	p.browser.provider	p.notifier	p.gms.persistent	p.android.defcontainer	p.android.vending	p.simulator	p.dogalize
2018-05-08 17:09:00	3590433799317661883	0.00000	6.85774	8.71733	6.54821	11.73375	9.15084	14.46493	13.29207	42.05097	42.31816	36.46053	7.63465	37.54235	51.39141	23.49796	56.61139	0.97192	62.67802	45.26319	69.77843	20.80814
2018-05-08 17:10:00	8630330696303482097	1.00000	12.99551	6.82139	8.45792	15.30932	13.88766	6.63714	9.36836	33.31090	61.82043	27.17041	52.15398	94.55996	35.70059	82.65204	53.15962	80.25288	74.53718	52.03775	99.22419	19.14899
2018-05-08 17:11:00	3590433799317661370	1.00000	5.63885	8.95977	9.55056	9.95175	13.48745	10.37443	6.44096	57.79767	33.32134	30.43434	52.90618	56.86877	76.05239	74.06325	3.24678	18.71307	32.95921	38.75980	76.21816	61.51021
2018-05-08 17:12:00	3590433799317662055	1.00000	14.14349	9.57711	14.22322	11.54960	7.79851	12.27325	14.45746	38.18151	46.88904	48.85358	37.97387	19.09529	63.44177	48.66286	95.98298	99.12107	23.65707	12.37837	56.65117	31.47117
2018-05-08 17:13:00	8630330696303482428	0.00000	8.22353	13.56646	8.54427	11.48391	10.00018	12.46155	11.03837	55.73702	68.74905	37.19339	40.02861	71.19947	12.57396	63.24756	22.58696	4.74698	62.36395	71.81001	62.95016	83.17881
2018-05-08 17:14:00	8630330696303481255	0.00000	12.04702	7.85581	9.14830	11.17066	13.34799	9.65822	10.79992	47.79751	48.46949	35.49770	38.34781	14.02435	89.90605	15.67491	62.96993	39.96456	79.29758	59.40410	81.72584	32.78083
2018-05-08 17:15:00	863033069630348222	1.00000	11.15529	9.12621	13.25911	11.64201	10.78453	9.01427	15.71351	63.19981	33.85190	37.52977	58.92267	87.25194	4.48700	23.58856	26.22729	37.43973	42.04049	82.04285	74.57751	20.84514
2018-05-08 17:16:00	8630330696303481917	0.00000	12.50371	6.97790	11.06052	8.79606	7.50594	11.78606	12.67785	35.00486	55.60844	57.78153	56.37576	96.16902	13.01626	44.03018	22.70492	39.61508	72.40934	48.22031	87.54101	52.30750
2018-05-08 17:17:00	8630330696303481073	1.00000	17.99926	10.43418	12.12532	12.78750	12.51267	5.95852	13.23889	41.27575	53.31119	51.14572	41.19109	36.16285	85.30154	82.97435	42.05707	57.06208	6.25574	29.51075	34.70621	60.63934
2018-05-08 17:18:00	863033069630348503	1.00000	9.62378	10.15329	9.01734	13.79137	15.26703	4.97185	9.33968	29.10007	37.74655	52.37230	31.64377	38.73228	38.55678	32.52849	62.21290	39.52228	22.63961	36.96208	56.21608	99.44657
2018-05-08 17:19:00	3590433799317661891	0.00000	7.17580	10.84083	8.75976	13.17343	6.98468	11.25345	14.51817	31.92272	37.31962	38.33963	63.25970	68.09501	5.42607	43.47263	18.49940	14.70649	7.79616	47.54078	82.51572	71.08369
2018-05-08 17:20:00	359043379931766544	1.00000	11.36671	8.50439	14.91043	12.56599	8.23259	9.40877	11.83283	43.53655	59.36454	41.00753	59.10515	99.53879	69.05198	31.99804	99.74490	4.67778	14.94615	87.78185	12.91646	5.88644
2018-05-08 17:21:00	863033069630348461	0.00000	9.80813	4.62889	10.85662	7.46564	6.89924	10.21073	12.68142	46.32687	59.37451	49.05868	71.65914	68.88953	92.60519	50.57126	12.74008	73.73234	78.22549	99.96611	74.28785	46.64563
2018-05-08 17:22:00	8630330696303481495	0.00000	6.10629	8.07813	7.94389	10.00461	10.93376	11.31555	9.14679	55.41434	55.45485	25.98428	58.64913	62.48812	76.37298	26.15313	36.21923	95.44755	69.58520	53.80229	59.55750	29.06878
2018-05-08 17:23:00	359043379931766577	0.00000	9.24646	14.21298	11.08377	12.24889	9.33870	9.58536	9.16852	57.24375	60.35601	41.39560	53.13469	21.96642	86.73892	19.61755	63.21214	86.62969	44.03087	65.53189	70.41455	35.43455
2018-05-08 17:24:00	863033069630348826	1.00000	10.98631	9.02680	8.68283	7.60681	10.09244	12.61659	9.37370	39.51999	73.81561	58.67318	50.32293	55.79605	25.45937	56.73082	15.65132	30.35718	18.81138	55.13586	32.57283	83.18484
2018-05-08 17:25:00	3590433799317661214	1.00000	15.68656	11.68277	11.60043	11.63760	8.31633	9.93372	8.24439	67.27420	63.08290	48.46458	37.55490	70.72169	88.16324	98.79603	20.51020	46.18991	10.90718	81.40676	27.97768	0.78806
2018-05-08 17:26:00	359043379931766569	1.00000	10.83152	8.82684	8.95736	12.29986	11.97628	9.33680	9.60263	50.02320	66.20619	48.95789	58.62803	5.48911	95.04926	57.04277	2.77838	80.58441	41.26352	72.22897	52.34001	91.48647
2018-05-08 17:27:00	863033069630348008	0.00000	14.08447	6.53768	13.99460	14.87557	7.67977	5.84495	7.57898	45.34181	52.16659	34.51009	55.54200	76.19051	29.98693	76.50813	5.99459	73.86849	59.80806	89.29107	18.17326	54.06865
2018-05-08 17:28:00	863033069630348560	0.00000	11.56706	6.50079	11.93664	10.67222	3.06974	14.52137	13.95689	62.77510	36.26420	55.94925	30.86614	84.25430	1.84697	23.12261	18.19444	13.13126	69.34911	42.03712	29.12682	61.40851
2018-05-08 17:29:00	8630330696303481289	1.00000	13.61700	11.11596	7.91674	11.12964	11.17154	8.07161	11.21050	34.31676	53.03995	27.87981	37.17660	32.41697	53.17050	21.61981	37.78673	70.21917	82.39602	89.13177	44.39483	92.43923
2018-05-08 17:30:00	8630330696303481545	1.00000	14.71247	8.16508	11.42281	14.53639	13.23237	9.84891	10.87338	43.07283	46.12201	48.91500	73.79215	94.09425	65.59677	4.77671	7.29777	35.63178	98.70878	45.77111	4.86327	21.89694
2018-05-08 17:31:00	3590433799317662311	0.00000	6.67213	9.12882	11.40299	16.20499	5.83788	8.58673	14.13480	54.54506	69.39807	31.80956	43.54473	64.45788	35.31548	70.41508	61.01913	74.01294	93.02335	85.91122	77.63629	4.72386
2018-05-08 17:32:00	8630330696303481727	1.00000	11.58660	9.40985	15.74182	12.13935	11.39958	8.87197	13.67206	46.69745	55.43513	43.80306	42.34028	76.00682	80.16349	6.18151	52.31046	58.64721	84.64349	5.17435	67.65695	72.24995
2018-05-08 17:33:00	3590433799317662279	1.00000	10.56560	6.88005	15.00458	12.30950	9.92741	10.59257	13.67820	53.53545	35.00733	39.92986	52.46570	83.41869	21.35097	51.87921	11.81199	32.19724	93.79622	78.57316	78.04311	98.62180
2018-05-08 17:34:00	8630330696303482261	1.00000	9.09101	9.89370	10.32074	11.41147	5.63731	14.93430	13.63674	53.12036	88.73141	45.28739	56.33842	41.06242	87.24726	85.78095	66.74522	3.46331	3.31095	5.18021	75.28366	80.98208
2018-05-08 17:35:00	8630330696303481610	0.00000	8.47134	8.86809	8.44197	11.26017	8.28512	12.67504	12.87189	40.96774	47.39159	59.44915	66.76096	13.53081	45.87317	70.27582	58.76167	70.70001	50.20036	22.82251	56.12599	61.59865
2018-05-08 17:36:00	8630330696303482329	1.00000	11.32286	7.56260	10.17666	13.55654	14.04414	8.30263	11.60088	55.41413	42.05333	7.38849	24.75868	68.71716	89.28643	49.60366	67.24098	81.84690	32.22179	86.89614	57.34876	7.94117
2018-05-08 17:37:00	863033069630348636	1.00000	8.29446	8.64748	9.23408	10.60967	13.59965	13.34135	13.27504	28.05831	38.63468	39.14603	48.90204	45.48557	93.91890	45.60939	69.47574	3.79638	62.94537	72.27465	91.45692	38.21706
2018-05-08 17:38:00	863033069630348453	0.00000	11.93530	9.00154	7.89199	9.56414	5.90093	13.91235	12.23746	48.76578	55.52756	35.48899	67.22682	58.14114	39.51393	36.77599	68.82209	93.42203	94.07162	46.36125	58.93023	5.28027
2018-05-08 17:39:00	359043379931766924	1.00000	13.18326	9.66449	12.88266	14.41458	11.07014	6.97634	11.32105	57.73138	33.94468	28.42482	49.30884	28.05124	67.12310	93.86875	53.19281	17.32552	47.34457	36.57721	82.79127	95.65485
2018-05-08 17:40:00	863033069630348255	1.00000	13.06592	9.45316	7.51564	13.20416	12.56616	8.17226	8.84695	42.40709	47.90691	39.17720	39.71860	93.83969	53.11174	10.78964	90.17694	70.63745	52.05227	34.02440	27.33724	35.61846
2018-05-08 17:41:00	359043379931766320	1.00000	10.14519	6.74613	12.47806	10.03585	7.93512	11.47933	15.65365	49.34005	52.05259	35.27132	18.77930	46.94533	65.24728	93.38994	29.39438	6.47586	13.24530	64.89631	79.50600	49.12012
2018-05-08 17:42:00	3590433799317661933	1.00000	14.12422	7.38375	14.21699	6.55633	6.98256	13.52565	12.59303	54.58228	49.39624	23.76318	46.91747	28.24525	33.15994	95.70689	13.11709	85.51114	21.43320	38.28248	35.42747	49.47851
2018-05-08 17:43:00	359043379931766130	0.00000	6.50278	9.67176	7.98614	8.48017	11.07182	11.27457	13.07927	50.38308	57.18007	22.77674	50.55655	1.53293	19.82767	77.24554	2.48180	59.10575	54.05202	79.21877	14.56526	47.55106
2018-05-08 17:44:00	8630330696303482311	1.00000	12.36186	8.88104	9.43272	12.00875	12.58219	8.52998	8.11516	69.18111	41.08613	42.34794	65.96900	43.01154	16.60724	23.60356	38.18900	72.96042	63.32598	72.64307	74.73727	20.47114
2018-05-08 17:45:00	8630330696303481933	1.00000	12.46623	8.98504	13.92473	13.93004	10.19683	2.77447	10.46309	48.16993	19.42866	63.20909	63.93050	48.87147	82.98823	36.67820	87.62481	51.56626	7.34902	90.38249	27.23908	56.93376
2018-05-08 17:46:00	3590433799317662196	1.00000	15.29638	9.80367	14.06749	11.82451	6.59712	7.37093	8.84090	45.16529	40.35822	40.55667	48.47976	73.34446	60.27140	52.54122	20.42147	77.28772	71.59155	92.37403	92.97047	14.04202
2018-05-08 17:47:00	359043379931766478	1.00000	13.57579	8.92289	13.07959	8.63308	6.39488	12.19419	14.46226	55.63716	50.15767	18.48446	34.80709	92.24457	36.32284	97.85228	49.58146	70.65941	43.19102	58.13569	31.69280	61.30908
2018-05-08 17:48:00	863033069630348404	1.00000	8.25315	5.58907	13.78886	14.90114	10.63448	7.47477	15.87243	45.78647	43.29056	50.50117	46.22312	15.50673	55.91576	53.07887	35.74521	65.38641	84.35691	63.67615	41.51289	92.30289
2018-05-08 17:49:00	3590433799317661131	1.00000	11.60551	8.16544	9.98271	11.65679	13.23337	10.17941	11.10299	61.94187	63.68197	30.80537	52.54071	37.63806	72.39821	99.50546	60.73982	87.87408	43.86153	24.90634	9.45041	25.05093
2018-05-08 17:50:00	8630330696303482030	1.00000	10.20418	15.22640	6.91792	11.63973	9.43570	10.57167	12.36258	51.21623	43.06237	38.57395	32.84761	52.66524	14.61102	48.56836	13.57759	54.31862	35.74645	60.50271	68.71547	32.01688
2018-05-08 17:51:00	359043379931766197	1.00000	14.44661	6.23175	3.85300	12.12024	10.49119	10.45654	7.58369	65.53168	61.61653	37.04055	50.22268	52.28662	4.66394	24.33442	1.47199	42.68303	41.67115	16.47995	74.82823	88.59493
2018-05-08 17:52:00	863033069630348347	1.00000	9.30479	8.40001	13.63418	14.07549	10.09415	9.59863	13.21676	62.05067	34.84703	43.07208	53.98598	80.87115	72.82863	50.07022	27.37635	72.42822	69.64968	27.33905	12.96429	57.63540
2018-05-08 17:53:00	8630330696303481362	0.00000	14.21627	12.57791	13.50623	10.68698	8.25516	15.06711	15.48616	54.93873	45.95521	33.29360	40.94751	64.44781	99.98476	68.07595	67.69596	45.97134	17.12692	42.25331	82.01247	25.80042
2018-05-08 17:54:00	8630330696303481263	1.00000	13.78421	10.06511	14.86823	7.47474	8.01840	13.54044	15.07531	52.44114	25.42340	55.52877	67.71267	66.75484	46.81642	33.68897	72.35149	75.89849	91.06589	33.47779	34.30903	44.48120
2018-05-08 17:55:00	3590433799317661974	1.00000	13.72709	7.93972	12.76580	14.04894	9.01927	5.59413	11.29017	50.05795	59.74329	37.38817	48.74745	67.89047	8.20358	20.14032	36.27421	28.38474	42.64665	63.80470	9.33479	36.13972
2018-05-08 17:56:00	3590433799317661990	0.00000	10.33677	6.97330	5.20968	6.81476	10.32659	10.72482	7.45236	50.49251	64.96115	64.80294	37.44843	28.80818	57.11571	20.50786	35.59052	28.10558	5.30324	47.89327	15.30200	51.99971
2018-05-08 17:57:00	8630330696303482063	0.00000	12.32565	4.70422	6.72757	7.46133	7.99038	9.59591	12.36181	42.03159	34.62621	58.88967	58.94519	21.19494	30.05859	91.36991	62.62160	80.34313	50.10042	69.99796	26.77993	69.87719
2018-05-08 17:58:00	359043379931766213	0.00000	13.96350	12.08142	12.82729	11.52403	8.54632	7.71131	15.20407	50.68111	80.59151	37.93195	47.65289	78.72432	73.76154	60.94305	83.13198	43.03234	15.37498	53.50096	93.98743	4.89901
2018-05-08 17:59:00	3590433799317661487	0.00000	9.93979	14.73740	7.13483	11.06109	11.26718	10.16665	9.22805	59.71864	58.41446	33.67333	56.77739	51.42904	97.31542	72.77679	8.40339	8.45924	90.17802	62.03879	59.45884	31.35336
2018-05-08 18:00:00	3590433799317661933	1.00000	10.84251	5.56481	5.33728	9.46322	11.60372	11.12732	8.33788	54.95161	35.76861	50.09023	46.87138	21.26594	13.80487	32.15598	73.18950	75.35744	89.52511	98.62766	7.89417	89.85625
2018-05-08 18:01:00	863033069630348818	0.00000	4.78883	12.21524	8.71552	10.33333	11.68022	13.00353	11.50169	53.55347	49.32692	28.16371	34.26340	61.29377	30.08632	48.21566	4.40555	22.00585	22.18372	13.55539	56.37026	43.62305
2018-05-08 18:02:00	863033069630348180	1.00000	13.15641	7.48820	6.07094	10.66748	11.54312	6.43105	9.04652	27.30738	47.75552	47.07992	49.88966	34.97237	24.37121	86.63626	50.54908	50.07702	84.52475	10.26436	65.47070	83.05723
2018-05-08 18:03:00	863033069630348438	0.00000	9.96155	6.57572	10.09514	5.39309	7.69415	11.75993	14.24022	30.29953	37.42281	42.06398	60.85371	43.94171	37.16062	16.64731	90.78803	24.26236	27.07601	41.59272	59.38467	89.48919
2018-05-08 18:04:00	8630330696303481826	1.00000	7.95929	7.15050	13.96226	14.36551	10.41214	7.12884	13.47747	45.44250	50.39613	53.80049	48.16410	45.14683	30.89379	86.92509	89.05805	24.80757	39.94206	3.93435	99.03799	8.59320
2018-05-08 18:05:00	3590433799317662022	1.00000	10.78436	7.92019	11.14212	14.92515	8.94858	5.87509	13.47899	44.03803	66.19054	33.60428	46.61761	32.28617	49.94008	92.17974	93.28895	8.31231	8.12692	51.50304	2.92477	42.52603
2018-05-08 18:06:00	8630330696303481867	0.00000	10.10362	8.61972	9.63838	6.34216	9.06528	11.24408	12.84600	45.11864	56.16545	50.09669	42.46008	74.87411	41.86342	4.42852	61.41559	58.01684	44.21886	22.52157	98.88624	88.58181
2018-05-08 18:07:00	863033069630348172	0.00000	9.51166	12.89578	7.84551	11.08317	11.28078	13.58420	9.55822	61.69843	56.09680	31.54963	71.24180	11.74149	56.72951	43.18032	78.07322	87.07183	35.28588	41.88305	54.90170	87.23295
2018-05-08 18:08:00	3590433799317662311	0.00000	11.13613	10.10713	10.75383	11.73664	8.27216	10.39000	13.56172	38.02708	32.66410	20.57006	47.66002	88.61175	40.79181	11.29498	8.22464	97.66170	85.54258	23.75886	23.55623	25.95271
2018-05-08 18:09:00	8630330696303482097	1.00000	12.23682	9.60078	16.58835	7.99591	12.26674	12.29554	14.25310	42.03603	43.07227	49.37985	46.27772	87.66438	36.45319	37.92996	57.47597	17.79425	75.38874	16.27481	36.11408	67.68964
2018-05-08 18:10:00	3590433799317662410	1.00000	8.10798	6.94318	10.86504	13.01469	14.27957	8.08883	10.61643	26.22919	52.68621	43.77043	57.04719	83.73023	11.28720	37.43176	99.25253	34.67213	36.17083	45.56178	4.64582	2.49203
2018-05-08 18:11:00	359043379931766130	1.00000	10.87779	6.79022	8.53193	12.93720	14.83206	8.90334	8.76555	64.59236	46.35807	45.48282	32.66849	89.79202	71.11026	7.27277	80.10751	73.63913	17.50317	23.34944	27.34567	56.86674
2018-05-08 18:12:00	359043379931766940	1.00000	13.43002	9.07354	8.06175	11.21860	11.89769	8.22761	5.80065	85.62799	39.47953	49.01848	51.68589	56.48025	97.68981	1.45694	10.44775	72.46743	35.49019	1.68130	68.34760	12.14722
2018-05-08 18:13:00	8630330696303481487	0.00000	11.42588	13.73873	6.70198	10.05334	11.18596	12.87418	9.26324	47.14267	53.24670	39.52037	49.00009	35.25126	72.47232	9.38348	31.32319	1.74876	73.04221	29.48446	5.55248	21.99636
2018-05-08 18:14:00	863033069630348750	1.00000	10.97565	9.44262	15.15299	13.84108	10.65696	9.10058	11.92460	51.46878	48.73985	38.83917	77.15578	40.08953	43.50871	82.31909	58.56480	72.05155	70.04666	94.83106	96.70515	5.32239
2018-05-08 18:15:00	863033069630348099	1.00000	8.85938	9.99730	9.06909	12.02354	11.78551	9.27422	5.30518	56.12870	36.87382	54.13333	37.45777	64.25836	15.92156	57.48300	75.75037	45.20914	37.91570	75.33616	27.21035	45.73417
2018-05-08 18:16:00	8630330696303482337	0.00000	10.40083	9.62159	9.33460	8.52673	9.99498	12.41829	14.50027	61.41390	25.55980	34.87809	60.20553	99.93757	63.95056	28.26846	91.28279	77.07402	0.88593	7.99687	66.76143	19.76009
2018-05-08 18:17:00	359043379931766452	0.00000	9.83925	9.74862	9.05218	4.01631	6.23497	14.40729	12.39067	70.98258	52.16267	54.83834	43.42227	18.87070	10.71532	37.77074	62.31472	83.42119	76.01297	29.86773	56.07475	5.14961
2018-05-08 18:18:00	359043379931766825	1.00000	10.20508	9.40596	3.53879	10.54309	10.17956	7.96476	4.89658	22.31441	60.25565	43.17015	50.02001	97.38594	30.06148	64.04122	70.86323	62.03152	17.91046	31.54940	67.99662	71.00144
2018-05-08 18:19:00	8630330696303482394	1.00000	8.13894	5.98361	7.79513	11.23594	12.18281	12.35758	8.43027	34.50993	52.36060	28.60865	33.38174	50.75001	79.61353	58.11718	0.99365	87.87312	61.70594	75.60793	52.33193	93.65802
2018-05-08 18:20:00	359043379931766056	0.00000	10.46460	14.12502	8.32961	10.24945	10.82178	15.51261	11.37740	43.02725	56.16320	15.67541	53.33601	11.97761	68.74022	37.10258	18.68301	82.17686	80.36218	60.59978	97.09594	60.15547
2018-05-08 18:21:00	863033069630348487	0.00000	6.55045	11.96366	9.45987	14.07259	6.94778	12.58851	15.77387	36.15322	60.58779	64.06771	44.52400	68.27157	40.57390	35.16886	92.28558	32.60695	30.27713	20.68536	82.66325	9.13317
2018-05-08 18:22:00	359043379931766841	1.00000	7.62824	5.04083	11.16765	16.07262	9.35475	5.52177	12.79528	44.16419	61.81593	49.31070	46.78183	69.08799	83.98380	80.10468	0.54149	22.43298	91.69818	76.24839	17.21510	98.70418
2018-05-08 18:23:00	3590433799317661453	1.00000	10.75427	9.20980	15.38158	9.88136	8.18169	10.33710	15.38333	34.74462	37.73149	58.13576	50.97043	80.76035	19.55767	37.43805	28.39475	67.32211	95.91034	41.25198	28.91037	9.92276
2018-05-08 18:24:00	863033069630348735	0.00000	8.99312	8.83286	9.71988	8.38312	7.86918	15.25686	12.76805	31.02655	42.67434	1.91053	55.25818	37.54520	1.38343	2.14492	93.37208	58.43592	46.75249	35.33454	0.50319	29.34992
2018-05-08 18:25:00	863033069630348370	1.00000	10.53609	9.08537	7.53476	12.43539	14.26262	5.63182	7.64377	36.16279	52.08866	44.12012	32.30805	30.10726	21.87403	24.04065	62.05840	7.49316	67.05662	58.72025	92.64006	26.49409
2018-05-08 18:26:00	8630330696303481693	0.00000	9.22394	8.39467	6.53297	14.22299	13.47058	6.91770	6.38716	51.10892	41.74272	47.04342	29.62907	37.33611	43.42634	2.46966	93.93694	43.34861	39.94509	39.90473	11.88711	62.41610
2018-05-08 18:27:00	8630330696303482220	1.00000	8.27655	9.72058	11.97801	13.36884	14.05164	5.99146	7.25951	51.71345	66.20161	22.56523	46.98871	82.11481	53.91686	69.48485	62.73900	66.08526	20.94257	76.88323	99.37250	78.82481
2018-05-08 18:28:00	359043379931766916	0.00000	9.58235	10.17325	9.97079	11.14409	8.63506	11.46851	12.94388	46.16626	64.75603	26.51226	27.45092	57.41260	78.27516	84.74134	74.19517	11.75409	57.00073	80.28374	4.76277	27.67336
2018-05-08 18:29:00	863033069630348842	1.00000	13.94551	9.70095	10.33393	13.75899	13.37782	5.39165	6.98983	32.28938	36.08210	42.23398	35.51848	21.51993	22.15560	59.46695	35.26567	97.31607	45.33259	75.11882	62.85292	33.57886
2018-05-08 18:30:00	3590433799317661420	0.00000	11.36925	9.02110	14.02632	5.79215	4.19145	16.93851	17.56059	55.14485	49.45890	51.83034	59.08810	5.28440	28.95547	95.23183	16.04055	23.72227	27.24253	4.56595	9.27293	6.94892
2018-05-08 18:31:00	3590433799317661784	1.00000	8.99381	8.68008	11.02472	13.95467	12.10461	6.67541	11.85595	61.43962	47.01661	60.70726	39.86686	62.51194	45.50954	88.89180	78.16492	49.78214	74.58994	97.73149	89.77366	76.81379
2018-05-08 18:32:00	8630330696303481750	1.00000	15.26309	7.72589	15.12575	14.38908	9.70764	7.70520	10.20606	46.53172	62.19675	45.36768	50.62682	95.46353	23.12554	55.71490	63.31246	73.34571	42.05466	71.28083	61.76479	15.50593
2018-05-08 18:33:00	863033069630348271	1.00000	11.34795	7.13087	7.84461	12.00325	13.50646	8.40089	8.61232	55.24664	34.81061	11.17210	51.11109	6.51113	54.54987	64.02436	3.11233	3.55615	78.02347	42.79291	76.24007	18.51150
2018-05-08 18:34:00	359043379931766288	1.00000	12.65792	8.75406	9.87246	13.64897	13.38219	5.96421	5.94789	76.45124	58.77355	26.88499	38.92031	85.01265	30.96353	27.65515	27.40629	27.85999	90.14212	11.30273	16.07012	43.62799
2018-05-08 18:35:00	863033069630348933	1.00000	14.80755	10.31631	8.77862	11.60855	9.20284	8.80260	11.12728	50.27663	36.21834	30.90719	60.45713	11.23311	52.25923	33.19012	71.54838	6.21495	15.10231	88.70424	81.87278	93.19021
2018-05-08 18:36:00	3590433799317661503	1.00000	14.29389	7.55265	10.05861	12.38045	12.91036	11.32784	8.59121	45.10583	70.22001	45.91617	42.86464	3.50905	25.64767	16.42219	31.06261	11.83254	89.32622	20.80361	14.95302	66.28384
2018-05-08 18:37:00	8630330696303482188	1.00000	9.78736	9.02963	10.28799	11.02397	12.62120	8.72084	7.22798	45.32364	57.35652	59.83008	69.86568	46.51413	98.13640	40.24754	58.22260	52.22380	94.47116	69.52555	98.52067	41.20119
2018-05-08 18:38:00	3590433799317661511	0.00000	10.99086	10.15140	10.85585	7.70850	5.98845	15.30826	14.35354	40.63460	63.40310	59.35444	29.83315	37.94198	47.25300	11.99799	9.60163	31.09926	72.83139	37.17207	31.38872	58.43075
2018-05-08 18:39:00	863033069630348974	0.00000	7.44459	12.95407	10.12961	12.62637	5.87228	14.59467	13.73935	63.39167	48.28462	60.18216	60.20277	96.79093	62.38437	56.70190	83.12839	79.22994	82.53911	2.45045	5.63279	87.67756
2018-05-08 18:40:00	3590433799317661578	1.00000	14.05499	11.91671	10.68862	12.63737	12.04224	6.05648	8.98332	51.29524	18.31355	42.08554	73.47822	35.23231	79.28397	36.77009	11.46088	76.89374	1.89733	86.75799	72.55037	6.35855
2018-05-08 18:41:00	8630330696303481669	1.00000	10.14611	5.90998	14.12686	12.91508	12.81853	9.99568	11.28454	51.47272	50.58802	25.30805	56.57112	84.47463	92.26847	50.03377	68.27938	82.13932	89.99798	15.42470	47.49774	81.93135
2018-05-08 18:42:00	3590433799317662469	1.00000	13.78536	10.54791	10.41845	10.97421	12.01712	9.46377	9.81226	51.97657	37.08555	37.63405	56.85955	11.19877	78.31886	96.36313	94.20851	39.28960	22.21856	46.90838	65.03150	4.43598
2018-05-08 18:43:00	359043379931766254	1.00000	13.85137	8.01368	8.89582	12.15178	13.52155	8.08722	11.88622	41.10473	70.37280	56.52062	48.51882	93.40155	94.08671	45.15006	72.94852	48.23009	30.55188	91.85898	10.70548	20.98645
2018-05-08 18:44:00	3590433799317661024	0.00000	9.74644	8.89120	12.31615	9.37373	6.89605	13.79236	14.83775	61.38549	25.26144	54.87058	43.55704	53.13912	72.62605	56.64408	49.95818	62.67132	36.18478	70.25665	20.12890	54.90316
2018-05-08 18:45:00	359043379931766759	1.00000	12.73205	11.34403	10.02438	11.09388	11.12345	8.06530	6.63545	40.55917	62.39084	49.49597	48.84129	30.80151	0.71187	47.56574	61.66915	30.37652	83.58874	64.36805	10.60990	46.74827
2018-05-08 18:46:00	359043379931766346	0.00000	11.29455	10.89380	13.16778	13.16642	8.53467	14.45895	12.38394	30.35474	63.29852	23.80413	40.19407	53.77579	41.49973	69.26484	91.90823	26.26831	47.72018	48.68996	33.28629	4.86635
2018-05-08 18:47:00	8630330696303482048	1.00000	10.72577	8.75549	10.97717	9.35006	14.50954	6.61299	8.29677	66.85673	41.28777	42.57142	61.21574	34.99201	82.90815	28.61741	2.00266	27.05268	65.06871	35.15555	21.38651	19.04370
2018-05-08 18:48:00	863033069630348560	0.00000	8.74199	6.99312	8.31563	12.26624	7.85620	13.09658	13.86751	67.92708	38.63924	24.38616	45.69464	33.67566	97.44278	46.96077	28.40694	27.64070	99.29073	28.64625	61.29605	12.81272
2018-05-08 18:49:00	863033069630348594	0.00000	14.22388	12.34649	10.46290	15.07819	5.22958	6.94951	11.10532	72.08828	34.23178	33.33756	58.81382	93.53018	3.62392	39.10307	94.64103	18.57985	51.11006	45.89427	49.81343	5.27690
2018-05-08 18:50:00	359043379931766643	1.00000	9.82985	7.70819	15.72667	13.14491	6.68445	7.15278	13.04770	58.09066	43.37315	46.75949	67.45808	94.09633	3.33207	80.43526	17.75551	12.81494	75.17365	15.53304	70.93210	73.47915
2018-05-08 18:51:00	3590433799317661230	1.00000	8.49235	6.43787	8.24840	10.33194	10.94867	13.19000	17.28750	59.04320	68.70052	39.03858	62.59718	67.50747	48.86361	53.17683	49.37483	85.30658	78.14729	0.74428	38.32493	62.68640
2018-05-08 18:52:00	863033069630348172	0.00000	6.78598	11.62274	11.59203	15.16645	7.30148	11.22215	13.38712	61.40549	34.56990	60.73769	43.15064	66.02909	6.01490	72.02067	76.56246	78.70066	0.94314	25.96681	67.83494	5.04073
2018-05-08 18:53:00	8630330696303481313	0.00000	8.61749	12.14166	9.68621	11.75607	6.77479	12.48555	13.51062	49.43593	52.67694	41.24817	29.05717	6.87649	22.78689	42.63000	48.85953	55.84134	34.79749	38.86822	20.88600	10.13727
2018-05-08 18:54:00	8630330696303481230	1.00000	12.70738	6.94214	12.59019	10.81878	6.98336	7.87730	11.68509	54.45343	52.82559	34.06234	52.30983	33.61103	94.79354	82.02546	37.21938	84.96613	0.72097	33.84793	62.58883	41.61502
2018-05-08 18:55:00	3590433799317661545	1.00000	5.41442	5.66508	10.50542	15.93991	10.05371	9.13253	11.66816	53.34891	67.99046	40.86703	60.92227	36.25966	49.29239	43.67786	89.01110	45.42072	31.79051	5.91768	55.42473	16.53991
2018-05-08 18:56:00	359043379931766262	1.00000	8.06441	5.05600	11.12007	10.67420	10.03746	11.55990	13.21357	47.46250	51.88323	51.52922	17.23275	94.96262	53.53881	46.10900	83.65362	70.32705	89.25489	88.02644	84.99363	26.83196
2018-05-08 18:57:00	359043379931766072	1.00000	16.14546	8.70223	9.76095	12.87856	11.43856	8.86560	10.29409	28.28681	57.55344	45.12259	68.25255	25.56706	33.83161	87.87593	29.48707	74.14148	94.62385	73.37202	8.80861	69.32013
2018-05-08 18:58:00	359043379931766940	1.00000	9.39323	9.32450	7.65158	11.44927	10.67917	8.39464	7.24306	58.03737	65.67308	44.43080	48.83094	0.22029	38.36260	44.08012	36.47929	85.32023	22.38254	38.70519	92.84898	90.51455
