latitude	longitude	store_name	code	location	imei
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	359043379931766841
28.98002	77.70636	Meerut	IN	Asia/Kolkata	3590433799317661628
-6.8048	110.8405	Kudus	ID	Asia/Jakarta	8630330696303481354
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	359043379931766072
44.22639	22.53083	Negotin	RS	Europe/Belgrade	8630330696303482337
18.87813	72.93924	Uran	IN	Asia/Kolkata	863033069630348925
12.74409	-8.07257	Kati	ML	Africa/Bamako	359043379931766288
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	3590433799317662220
26.44931	91.61356	Rangia	IN	Asia/Kolkata	3590433799317662147
23.18	88.58	Aistala	IN	Asia/Kolkata	3590433799317661925
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	3590433799317661966
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661800
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	8630330696303481123
36.72544	3.55665	Thenia	DZ	Africa/Algiers	863033069630348321
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	863033069630348917
27.9247	78.40102	Chharra	IN	Asia/Kolkata	3590433799317661206
36.61033	-88.31476	Murray	US	America/Chicago	8630330696303482097
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	863033069630348594
44.92934	37.99117	Krymsk	RU	Europe/Moscow	863033069630348180
50.79205	-1.08593	Southsea	GB	Europe/London	3590433799317661685
45.35	126.28333	Shuangcheng	CN	Asia/Shanghai	863033069630348297
29.84576	-90.10674	Estelle	US	America/Chicago	3590433799317661420
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	3590433799317661974
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	863033069630348875
-6.8048	110.8405	Kudus	ID	Asia/Jakarta	8630330696303482295
39.08367	-84.50855	Covington	US	America/New_York	8630330696303482154
35.25064	-91.73625	Searcy	US	America/Chicago	8630330696303482097
12.25282	79.41727	Gingee	IN	Asia/Kolkata	8630330696303481560
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	8630330696303481255
41.55815	-73.0515	Waterbury	US	America/New_York	359043379931766007
37.60876	-77.37331	Mechanicsville	US	America/New_York	3590433799317661115
-34.88422	150.60036	Nowra	AU	Australia/Sydney	8630330696303481966
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	863033069630348891
53.19146	-2.52398	Winsford	GB	Europe/London	3590433799317662394
48.21644	9.02596	Albstadt	DE	Europe/Berlin	8630330696303481446
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	863033069630348545
-34.88422	150.60036	Nowra	AU	Australia/Sydney	8630330696303481982
59.37722	28.19028	Narva	EE	Europe/Tallinn	8630330696303482147
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	359043379931766403
32.55531	76.12647	Chamba	IN	Asia/Kolkata	8630330696303481628
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	8630330696303482378
52.4581	13.28702	Dahlem	DE	Europe/Berlin	3590433799317662386
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	359043379931766254
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	863033069630348107
59.33333	18.28333	Boo	SE	Europe/Stockholm	359043379931766239
-34.88422	150.60036	Nowra	AU	Australia/Sydney	863033069630348230
37.16911	10.03478	El Alia	TN	Africa/Tunis	863033069630348974
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	8630330696303482303
37.49223	15.07041	Catania	IT	Europe/Rome	359043379931766262
29.65163	-82.32483	Gainesville	US	America/New_York	863033069630348214
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	3590433799317661081
33.37526	74.3092	Rajaori	IN	Asia/Kolkata	8630330696303481057
47.38093	-122.23484	Kent	US	America/Los_Angeles	8630330696303482246
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	8630330696303482048
51.38673	0.30367	Hartley	GB	Europe/London	359043379931766577
14.67751	-60.94228	Le Robert	MQ	America/Martinique	8630330696303482196
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	359043379931766122
53.37596	51.3452	Otradnyy	RU	Europe/Samara	359043379931766304
20.14298	-77.43532	Media Luna	CU	America/Havana	359043379931766015
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	863033069630348644
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	3590433799317662139
20.88098	75.11937	Parola	IN	Asia/Kolkata	8630330696303482147
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	359043379931766502
52.4581	13.28702	Dahlem	DE	Europe/Berlin	8630330696303482113
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	8630330696303482014
28.15112	-82.46148	Lutz	US	America/New_York	863033069630348479
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	863033069630348057
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	359043379931766924
48.25	16.4	Floridsdorf	AT	Europe/Vienna	863033069630348511
42.16808	-88.42814	Huntley	US	America/Chicago	3590433799317661446
-8.05389	-34.88111	Recife	BR	America/Recife	863033069630348032
54.52156	9.5586	Schleswig	DE	Europe/Berlin	863033069630348545
35.05266	-78.87836	Fayetteville	US	America/New_York	8630330696303481529
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303481958
55.85	37.56667	Likhobory	RU	Europe/Moscow	3590433799317661925
49.183239	15.454273	Telč	CZ	Europe/Prague	359043379931766841
32.5007	-94.74049	Longview	US	America/Chicago	3590433799317661347
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	3590433799317661792
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	3590433799317661834
42.58342	-71.8023	Fitchburg	US	America/New_York	3590433799317662295
10.61285	12.19458	Biu	NG	Africa/Lagos	3590433799317661685
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	863033069630348263
23.1959	86.51499	Kenda	IN	Asia/Kolkata	8630330696303481966
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	3590433799317661818
30.16688	-96.39774	Brenham	US	America/Chicago	359043379931766247
41.15612	1.10687	Reus	ES	Europe/Madrid	863033069630348107
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	8630330696303481214
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	8630330696303481792
14.8361	120.97844	Guyong	PH	Asia/Manila	863033069630348487
42.8334	-80.38297	Norfolk County	CA	America/Toronto	3590433799317661560
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	8630330696303481206
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	3590433799317661255
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303481925
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	8630330696303481560
41.27621	-72.86843	East Haven	US	America/New_York	3590433799317662246
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	8630330696303481651
29.21399	78.95693	Kashipur	IN	Asia/Kolkata	3590433799317661495
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	863033069630348834
9.15093	-79.62098	Chilibre	PA	America/Panama	3590433799317661198
43.11667	1.6	Pamiers	FR	Europe/Paris	359043379931766676
49.738430	13.373637	Plzeň	CZ	Europe/Prague	3590433799317661636
48.25	16.4	Floridsdorf	AT	Europe/Vienna	863033069630348008
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	8630330696303481164
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	359043379931766205
43.91452	-69.96533	Brunswick	US	America/New_York	359043379931766213
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	8630330696303481628
40.65995	-111.99633	Kearns	US	America/Denver	3590433799317661990
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	8630330696303481503
34.5624	38.28402	Tadmur	SY	Asia/Damascus	863033069630348230
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	3590433799317661339
53.30972	83.62389	Novosilikatnyy	RU	Asia/Barnaul	3590433799317661107
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	8630330696303482121
44.92934	37.99117	Krymsk	RU	Europe/Moscow	8630330696303482048
33.3213	130.94098	Hita	JP	Asia/Tokyo	359043379931766056
40.72586	8.55552	Sassari	IT	Europe/Rome	3590433799317662220
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303481149
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	3590433799317662444
6.46346	-2.31938	Bibiani	GH	Africa/Accra	3590433799317661867
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	8630330696303481842
37.49073	-2.77259	Baza	ES	Europe/Madrid	359043379931766718
27.71809	-82.35176	Sun City Center	US	America/New_York	8630330696303481065
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	8630330696303481446
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	3590433799317661305
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	3590433799317661271
14.14989	121.3152	Calauan	PH	Asia/Manila	863033069630348388
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	3590433799317661966
46.1351	-60.1831	Sydney	CA	America/Glace_Bay	359043379931766338
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	3590433799317662436
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303481321
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	359043379931766304
48.98994	2.1699	Herblay	FR	Europe/Paris	863033069630348511
13.70727	9.15013	Mirriah	NE	Africa/Niamey	3590433799317662493
27.71809	-82.35176	Sun City Center	US	America/New_York	8630330696303482055
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	8630330696303481156
41.91886	8.73812	Ajaccio	FR	Europe/Paris	359043379931766262
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	3590433799317661172
55.75556	60.70278	Ozersk	RU	Asia/Yekaterinburg	863033069630348404
41.9001	-71.08977	Taunton	US	America/New_York	3590433799317661669
16.0438	120.4861	Manaoag	PH	Asia/Manila	359043379931766742
29.38242	70.91106	Alipur	PK	Asia/Karachi	863033069630348032
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	8630330696303482402
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	863033069630348131
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	863033069630348404
6.9909	79.883	Hendala	LK	Asia/Colombo	3590433799317661750
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	359043379931766031
25.6439	77.9129	Narwar	IN	Asia/Kolkata	3590433799317662402
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	863033069630348511
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	8630330696303481743
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	3590433799317661230
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	863033069630348966
52.21099	7.02238	Gronau	DE	Europe/Berlin	3590433799317661511
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	359043379931766007
26.18924	-98.15529	San Juan	US	America/Chicago	359043379931766585
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	359043379931766536
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	863033069630348545
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	863033069630348735
36.20389	127.08472	Nonsan	KR	Asia/Seoul	8630330696303481362
26.18924	-98.15529	San Juan	US	America/Chicago	8630330696303482147
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	863033069630348578
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	3590433799317661859
53.30972	83.62389	Novosilikatnyy	RU	Asia/Barnaul	359043379931766122
34.15429	3.50309	Messaad	DZ	Africa/Algiers	863033069630348495
34.25	135.31667	Iwade	JP	Asia/Tokyo	3590433799317661149
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	8630330696303482485
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	863033069630348214
54.39635	24.04142	Alytus	LT	Europe/Vilnius	863033069630348347
56.56317	-2.58736	Arbroath	GB	Europe/London	3590433799317662006
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	8630330696303481099
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	863033069630348230
47.98372	10.18527	Memmingen	DE	Europe/Berlin	359043379931766130
51.04962	12.1369	Zeitz	DE	Europe/Berlin	3590433799317661933
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	8630330696303481776
55.75556	60.70278	Ozersk	RU	Asia/Yekaterinburg	863033069630348396
33.50921	-111.89903	Scottsdale	US	America/Phoenix	8630330696303482071
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	359043379931766007
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	863033069630348982
43.1122	12.38878	Perugia	IT	Europe/Rome	359043379931766288
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	3590433799317661305
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	863033069630348206
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	863033069630348941
3.31332	117.59152	Tarakan	ID	Asia/Makassar	3590433799317661800
41.27194	123.17306	Liaoyang	CN	Asia/Shanghai	8630330696303482022
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	8630330696303482063
37.65181	120.33063	Longgang	CN	Asia/Shanghai	359043379931766718
36.6009	126.665	Hongseong	KR	Asia/Seoul	863033069630348578
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317661925
49.13645	8.91229	Eppingen	DE	Europe/Berlin	359043379931766528
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	3590433799317662089
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	863033069630348230
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	359043379931766122
-32.45242	-71.23106	La Ligua	CL	America/Santiago	359043379931766734
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	863033069630348586
43.61092	3.87723	Montpellier	FR	Europe/Paris	8630330696303482220
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	3590433799317661867
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	359043379931766536
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	3590433799317662345
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	8630330696303481024
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	8630330696303481206
49.593777	17.250879	Olomouc	CZ	Europe/Prague	8630330696303482352
26.18924	-98.15529	San Juan	US	America/Chicago	8630330696303481396
51.12794	4.21372	Temse	BE	Europe/Brussels	8630330696303482295
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	8630330696303481792
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	3590433799317661669
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	8630330696303481503
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317661321
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	359043379931766957
41.47892	-87.45476	Schererville	US	America/Chicago	3590433799317661198
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	8630330696303481255
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	8630330696303481776
34.56861	105.89333	Beidao	CN	Asia/Shanghai	3590433799317661198
40.65538	-74.38987	Scotch Plains	US	America/New_York	3590433799317661552
33.3213	130.94098	Hita	JP	Asia/Tokyo	3590433799317661875
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	8630330696303481123
35	136.51667	Komono	JP	Asia/Tokyo	8630330696303481123
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	8630330696303481743
12.25282	79.41727	Gingee	IN	Asia/Kolkata	3590433799317661115
-11.94306	-76.70944	Chosica	PE	America/Lima	359043379931766999
12.37169	123.62494	Masbate	PH	Asia/Manila	359043379931766569
32.65246	51.67462	Isfahan	IR	Asia/Tehran	8630330696303481842
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	359043379931766643
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	3590433799317661040
35.74788	-95.36969	Muskogee	US	America/Chicago	3590433799317661966
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	863033069630348370
42.28639	18.84	Budva	ME	Europe/Podgorica	863033069630348859
35.61452	-88.81395	Jackson	US	America/Chicago	8630330696303481081
46.65581	32.6178	Kherson	UA	Europe/Kyiv	3590433799317662295
33.98154	-81.23621	Lexington	US	America/New_York	3590433799317661016
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	359043379931766650
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	3590433799317661966
48.52961	12.16179	Landshut	DE	Europe/Berlin	863033069630348040
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	359043379931766007
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	8630330696303482097
30.17746	-81.38758	Palm Valley	US	America/New_York	8630330696303481925
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	3590433799317661362
40.92298	14.30935	Afragola	IT	Europe/Rome	863033069630348008
35.95664	36.7138	Binnish	SY	Asia/Damascus	359043379931766213
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	8630330696303481354
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	3590433799317662022
50.9803	11.32903	Weimar	DE	Europe/Berlin	8630330696303481446
14.53767	46.83187	Ataq	YE	Asia/Aden	359043379931766502
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	863033069630348255
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	863033069630348156
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303482071
55.75556	60.70278	Ozersk	RU	Asia/Yekaterinburg	359043379931766775
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	359043379931766528
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	863033069630348420
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	863033069630348693
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	359043379931766320
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	8630330696303481875
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	8630330696303482246
40.64621	-73.97069	Kensington	US	America/New_York	3590433799317661727
37.49073	-2.77259	Baza	ES	Europe/Madrid	3590433799317661685
7.6	4.18333	Olupona	NG	Africa/Lagos	863033069630348511
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	863033069630348974
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	863033069630348123
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	8630330696303482212
53.46506	-1.47217	Chapletown	GB	Europe/London	3590433799317661727
42.24113	-88.3162	Crystal Lake	US	America/Chicago	863033069630348008
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	359043379931766858
33.54428	-84.23381	Stockbridge	US	America/New_York	8630330696303481610
35.25064	-91.73625	Searcy	US	America/Chicago	863033069630348891
8.56697	123.33471	Dipolog	PH	Asia/Manila	8630330696303481529
35.61452	-88.81395	Jackson	US	America/Chicago	863033069630348859
34.5624	38.28402	Tadmur	SY	Asia/Damascus	8630330696303481479
22.75218	72.68533	Kheda	IN	Asia/Kolkata	863033069630348909
16.455	120.5875	La Trinidad	PH	Asia/Manila	863033069630348453
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	359043379931766312
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	8630330696303482261
10.13361	124.84472	Maasin	PH	Asia/Manila	359043379931766908
14.46693	75.92694	Davangere	IN	Asia/Kolkata	8630330696303481933
5.6561	-75.87877	Andes	CO	America/Bogota	8630330696303482139
6.15038	6.83042	Nkpor	NG	Africa/Lagos	359043379931766163
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	863033069630348040
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	863033069630348990
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	3590433799317661206
53.0233	-1.48119	Belper	GB	Europe/London	8630330696303482295
52.21099	7.02238	Gronau	DE	Europe/Berlin	8630330696303482295
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	8630330696303481768
23.29549	113.82465	Licheng	CN	Asia/Shanghai	359043379931766015
33.98154	-81.23621	Lexington	US	America/New_York	359043379931766320
41.24255	-82.61573	Norwalk	US	America/New_York	863033069630348297
49.5099	6.74549	Losheim	DE	Europe/Berlin	8630330696303481180
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303481800
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	8630330696303481719
40.81	-73.9625	Morningside Heights	US	America/New_York	8630330696303481925
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	359043379931766452
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317661297
20.14298	-77.43532	Media Luna	CU	America/Havana	863033069630348040
40.92298	14.30935	Afragola	IT	Europe/Rome	863033069630348073
51.04962	12.1369	Zeitz	DE	Europe/Berlin	8630330696303481958
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	863033069630348354
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	8630330696303481438
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	3590433799317662048
53.30972	83.62389	Novosilikatnyy	RU	Asia/Barnaul	8630330696303482089
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	863033069630348180
12.25282	79.41727	Gingee	IN	Asia/Kolkata	8630330696303481297
41.8542	-87.66561	Lower West Side	US	America/Chicago	3590433799317661644
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	8630330696303481032
56.56317	-2.58736	Arbroath	GB	Europe/London	359043379931766437
35.95664	36.7138	Binnish	SY	Asia/Damascus	359043379931766528
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	3590433799317662329
52.66277	-2.01111	Great Wyrley	GB	Europe/London	863033069630348917
34.4833	136.84186	Toba	JP	Asia/Tokyo	863033069630348107
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	8630330696303482071
45.99194	29.41824	Artsyz	UA	Europe/Kyiv	3590433799317661123
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	3590433799317662147
45.44694	8.62118	Novara	IT	Europe/Rome	863033069630348370
-8.05389	-34.88111	Recife	BR	America/Recife	8630330696303481172
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	8630330696303481321
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	8630330696303481446
48.25	16.4	Floridsdorf	AT	Europe/Vienna	863033069630348719
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	863033069630348420
-1.63333	13.58357	Franceville	GA	Africa/Libreville	8630330696303481263
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	8630330696303481792
39.43534	-84.20299	Lebanon	US	America/New_York	359043379931766684
33.08014	-83.2321	Milledgeville	US	America/New_York	359043379931766411
42.58342	-71.8023	Fitchburg	US	America/New_York	8630330696303481420
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	8630330696303481974
34.9	137.5	Shinshiro	JP	Asia/Tokyo	3590433799317662469
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	3590433799317662410
54.90083	38.07083	Stupino	RU	Europe/Moscow	8630330696303482147
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	8630330696303482378
43.32686	-2.98884	Leioa	ES	Europe/Madrid	863033069630348511
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303482162
51.42708	-0.91979	Lower Earley	GB	Europe/London	8630330696303481123
34.61667	135.6	Yao	JP	Asia/Tokyo	3590433799317661107
27.09978	-82.45426	Venice	US	America/New_York	359043379931766197
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	359043379931766858
43.16547	-77.70066	Gates-North Gates	US	America/New_York	863033069630348214
39.57582	-105.11221	Ken Caryl	US	America/Denver	359043379931766809
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	863033069630348628
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	3590433799317661545
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	3590433799317662170
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	8630330696303482147
50.82709	6.9747	Wesseling	DE	Europe/Berlin	359043379931766254
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	359043379931766783
35.8	137.23333	Gero	JP	Asia/Tokyo	863033069630348800
42.35843	-71.05977	Boston	US	America/New_York	359043379931766148
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	863033069630348230
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	863033069630348685
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	3590433799317662451
42.8334	-80.38297	Norfolk County	CA	America/Toronto	863033069630348024
10.7375	122.9666	Talisay	PH	Asia/Manila	359043379931766072
50.26729	-119.27337	Vernon	CA	America/Vancouver	359043379931766544
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	3590433799317661834
24.05979	77.40858	Leteri	IN	Asia/Kolkata	8630330696303481313
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317662113
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	863033069630348180
33.98154	-81.23621	Lexington	US	America/New_York	8630330696303481420
57.14369	-2.09814	Aberdeen	GB	Europe/London	359043379931766833
42.52787	-70.92866	Peabody	US	America/New_York	3590433799317661818
48.98994	2.1699	Herblay	FR	Europe/Paris	3590433799317661834
48.15659	28.28489	Soroca	MD	Europe/Chisinau	8630330696303482477
29.38242	70.91106	Alipur	PK	Asia/Karachi	359043379931766502
3.27833	32.88667	Kitgum	UG	Africa/Kampala	3590433799317661040
16.455	120.5875	La Trinidad	PH	Asia/Manila	359043379931766320
56.56317	-2.58736	Arbroath	GB	Europe/London	8630330696303481263
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	8630330696303481859
33.37526	74.3092	Rajaori	IN	Asia/Kolkata	8630330696303482477
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	3590433799317661628
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	8630330696303482329
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	3590433799317661081
3.8801	-77.03116	Buenaventura	CO	America/Bogota	3590433799317661628
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	8630330696303482105
39.96097	-75.60804	West Chester	US	America/New_York	8630330696303482048
35.88264	-80.08199	Thomasville	US	America/New_York	863033069630348495
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	3590433799317661354
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	8630330696303481305
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	359043379931766304
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	8630330696303481545
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	8630330696303482444
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	8630330696303481560
41.54566	-71.29144	Middletown	US	America/New_York	863033069630348149
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	3590433799317661255
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	359043379931766775
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	3590433799317661164
14.0823	98.19151	Dawei	MM	Asia/Yangon	3590433799317661156
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	8630330696303481875
23.04419	-82.00919	Jaruco	CU	America/Havana	8630330696303481693
36.92574	14.72443	Ragusa	IT	Europe/Rome	3590433799317661750
48.49144	9.20427	Reutlingen	DE	Europe/Berlin	359043379931766007
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	8630330696303481552
40.92298	14.30935	Afragola	IT	Europe/Rome	359043379931766627
