ID,Malware,DateTime,Chrome,Google,Dogalize,Katana,Gm,Vending,System,Settings,Simulator,Notifier,Gms,Gms_persistent,Document_sui,Package_installer,External_storage,InputMethod_latin,Process_gapps,OLauncher,Browser_provider,Def_container
8630330696303481651,1,2018-05-08 02:29:00,11.72337,71.26085,79.55755,50.4773,15.70967,42.25001,10.9766,8.60709,85.99204,30.39785,40.75275,99.83202,8.47436,12.71829,9.10666,64.57546,49.73279,54.98582,59.31526,29.26719
8630330696303481222,1,2018-05-08 02:30:00,14.48346,32.93784,42.03048,55.82761,8.64037,58.53089,10.07966,12.77935,26.84805,38.482,44.8083,25.29722,8.05084,12.26191,9.02211,60.77269,19.9895,37.85796,81.65193,15.9362
8630330696303481115,0,2018-05-08 02:31:00,6.14194,69.14348,98.74029,58.94323,13.29127,29.48455,8.60023,10.59903,31.44059,46.01704,45.48196,13.31845,11.60733,6.99249,10.8915,55.02382,62.80836,36.19598,74.00739,92.66945
359043379931766726,1,2018-05-08 02:32:00,9.46246,37.40752,23.417,41.27155,15.86304,77.6792,13.98175,7.58638,0.59595,61.39453,38.87479,68.5998,6.81643,11.99163,10.36516,32.99209,54.02045,77.62747,98.12445,53.64667
359043379931766924,0,2018-05-08 02:33:00,10.97251,44.05941,15.64996,54.94027,10.20752,95.67723,7.35637,10.50105,83.50715,6.38664,22.59256,42.03308,9.82575,8.88077,12.23713,52.27567,32.578,32.03029,41.49955,71.02134
8630330696303482048,0,2018-05-08 02:34:00,12.78823,50.49304,22.01536,30.26043,10.02101,84.16425,14.02276,6.09338,25.60541,3.77398,20.55147,9.02479,8.96927,15.49994,10.00386,38.50236,86.08815,77.84925,62.36497,99.9403
359043379931766783,0,2018-05-08 02:35:00,12.79423,78.55425,50.21125,35.73444,13.96405,49.04923,8.67449,6.8731,91.54026,79.3682,36.34293,27.5535,12.11532,8.17122,11.62268,51.61013,97.88144,88.19998,49.13115,90.80878
863033069630348750,1,2018-05-08 02:36:00,10.6172,49.34874,59.30055,55.26794,9.12264,78.74088,9.22286,11.18807,18.10105,29.08423,33.78496,91.41149,10.58591,12.33637,8.31243,55.23339,92.05547,73.41614,30.21321,15.1563
3590433799317661461,1,2018-05-08 02:37:00,13.0308,31.45154,85.67916,58.77599,9.93015,39.02052,10.26188,11.6239,86.12857,4.01365,45.16408,57.21134,7.93913,15.76744,9.48918,28.01848,22.88057,81.89687,15.74615,95.62354
8630330696303481412,1,2018-05-08 02:38:00,9.97824,65.86033,23.44296,40.31432,12.2071,95.92492,17.12513,8.56611,59.42308,7.73502,57.45501,11.08141,6.26395,13.4619,9.75652,40.40155,42.77635,96.61897,17.93088,61.96706
8630330696303481321,0,2018-05-08 02:39:00,10.77261,35.83073,34.06171,36.39861,11.22618,94.94907,9.1289,9.7795,65.33138,52.19854,39.51575,33.33393,14.6492,11.67361,15.02174,30.18769,41.68335,84.20091,31.73725,33.14803
863033069630348818,0,2018-05-08 02:40:00,14.87639,40.97912,15.87561,47.44122,14.25899,19.00662,11.61315,6.31998,62.80281,67.80787,38.96815,58.4644,9.55536,7.44081,10.25738,76.61568,45.60376,31.96891,24.05246,9.88406
359043379931766619,0,2018-05-08 02:41:00,10.34552,56.47826,30.48258,27.15914,11.03697,73.47176,8.86391,8.00103,85.31457,47.48539,40.19585,47.5346,11.64633,8.00462,14.30783,41.23582,46.5034,30.07273,42.41838,98.12534
359043379931766809,1,2018-05-08 02:42:00,12.72997,48.85672,43.62793,44.60633,13.21539,65.03579,12.75713,8.55873,10.99752,55.87009,45.95309,73.37553,7.77716,11.47963,5.92384,43.10852,0.61642,46.90052,6.94876,14.91346
8630330696303481503,1,2018-05-08 02:43:00,13.92823,70.13821,94.11442,41.54774,5.6083,9.44084,8.71424,13.73517,20.14326,69.50053,58.46778,27.76681,7.07776,10.94266,6.43951,49.31636,23.09824,40.25405,82.64796,71.80572
8630330696303482113,1,2018-05-08 02:44:00,11.84835,49.75706,82.58147,60.30777,8.74989,44.42121,7.81687,10.11627,91.95671,82.92438,31.69463,17.33993,10.76199,11.05712,9.35651,56.13145,91.02378,74.05286,96.00976,60.41868
359043379931766262,1,2018-05-08 02:45:00,13.39613,61.10563,16.32659,58.07145,10.23695,11.94195,12.53529,8.44441,98.93459,20.12917,27.16567,9.53132,7.31217,17.14719,9.66698,57.45035,3.69343,43.2097,17.24605,15.85204
359043379931766445,1,2018-05-08 02:46:00,12.5633,42.44481,47.3562,43.95587,10.24869,49.21907,9.79552,10.07037,39.30406,88.27947,35.86344,95.7515,10.49852,12.258,11.69806,36.3285,59.09579,76.77014,38.3707,37.85101
3590433799317661099,1,2018-05-08 02:47:00,14.33836,37.77495,51.32341,44.78559,6.78249,16.70275,8.76766,16.07239,89.35331,25.21781,41.93125,54.74045,4.47798,11.68655,8.16555,43.95607,42.57696,55.94432,30.06136,67.11657
8630330696303482295,1,2018-05-08 02:48:00,13.20051,29.16494,75.88152,49.61883,13.17843,70.0325,12.11327,11.12429,84.34467,48.37671,66.18979,6.74293,6.70984,16.3665,10.71102,65.36519,80.04223,63.23356,91.9624,51.64528
359043379931766494,1,2018-05-08 02:49:00,8.65422,41.16428,21.63817,49.29677,12.30873,54.8132,10.61266,7.51924,47.57512,71.12564,10.52128,18.11526,13.04414,8.30322,8.52779,38.78296,13.75886,93.04218,57.1041,2.36951
3590433799317662188,1,2018-05-08 02:50:00,17.37866,67.19011,94.07049,63.91155,10.1101,27.25456,12.037,8.73179,42.86802,38.34756,29.5396,63.54936,5.42629,9.66338,6.55495,51.4819,59.3536,64.24787,27.55914,51.32634
359043379931766544,1,2018-05-08 02:51:00,13.15898,54.967,48.82795,53.39386,12.62142,62.82119,7.79082,12.34541,85.30917,51.1551,34.91855,49.91517,10.73621,13.17096,8.17224,51.62203,40.86601,92.43886,16.4705,18.80381
863033069630348982,0,2018-05-08 02:52:00,8.78135,48.30381,73.18593,29.19797,13.9858,72.03467,12.11225,6.82435,73.02169,12.32535,49.6451,26.17705,14.21738,11.01014,7.77716,64.53123,13.47691,39.55621,8.24619,78.27385
359043379931766395,1,2018-05-08 02:53:00,10.44375,35.84861,58.01575,51.3075,8.43032,54.13799,4.87687,11.71806,54.10702,34.91294,48.59672,48.90893,11.49216,8.19804,8.94766,37.04761,64.73786,79.9254,91.91346,0.95408
8630330696303482246,1,2018-05-08 02:54:00,13.30777,49.99372,26.73698,48.67612,7.27761,65.80565,5.92963,11.53426,7.61348,19.56735,34.25469,16.89596,5.58354,11.834,11.88975,53.43948,54.49911,93.79293,4.18881,64.17035
3590433799317662253,0,2018-05-08 02:55:00,13.25295,46.16366,51.60931,40.71197,12.60592,81.54755,9.94173,8.0404,65.17494,76.46822,47.99802,15.20326,14.28989,8.51432,12.61466,41.6429,39.4871,9.84934,6.10452,27.12131
3590433799317662451,1,2018-05-08 02:56:00,12.28745,56.94231,81.69054,41.55972,14.32878,67.7249,11.40075,8.63837,75.8751,46.4028,46.26331,12.02113,9.74069,13.83335,11.53568,31.60782,99.0006,56.31415,86.28363,53.66835
8630330696303481255,1,2018-05-08 02:57:00,11.95078,51.08688,17.24448,62.43376,11.8998,4.79537,12.98318,10.46894,27.2681,46.65459,51.38454,60.99994,8.52548,16.66171,10.59106,39.50699,40.54724,55.37955,17.76364,9.42042
863033069630348149,1,2018-05-08 02:58:00,14.36649,47.09263,34.22134,60.84544,8.81937,36.31377,8.06361,12.34623,41.46723,46.58195,39.15442,65.3827,12.11612,11.87414,5.48321,40.84347,75.03986,75.77578,36.89545,94.71351
863033069630348040,1,2018-05-08 02:59:00,13.70354,44.33722,75.49659,37.93452,15.75767,71.88889,10.32282,7.28014,56.98595,92.17473,32.82181,44.92861,12.00557,11.28018,6.34274,44.80963,51.74208,53.97498,87.71121,30.51983
8630330696303481024,1,2018-05-08 03:00:00,11.3457,52.30242,29.28247,23.83742,11.60853,55.16646,7.88725,10.61535,19.91993,24.95201,15.62235,1.29615,13.2129,10.76308,10.14694,84.30185,79.71697,91.23439,81.78106,27.49473
359043379931766643,0,2018-05-08 03:01:00,11.44179,37.29434,25.14408,28.81201,13.02553,36.85255,12.22495,4.21684,45.08296,98.08877,34.5962,99.701,10.28035,9.82214,5.19541,54.71099,29.1116,70.07766,85.37446,54.21455
3590433799317661743,0,2018-05-08 03:02:00,9.57962,46.02625,93.10106,62.66422,12.49928,70.82109,15.85427,7.60747,21.53772,63.59397,52.93766,24.40811,13.1808,12.93287,10.35367,64.33497,79.5422,56.56543,88.63413,89.84908
359043379931766387,1,2018-05-08 03:03:00,13.33707,37.3672,31.57771,29.82154,7.45848,93.71341,7.01451,10.77251,65.29526,46.04722,31.62787,30.35231,9.5274,14.32367,7.70939,60.07782,99.67265,56.48971,90.18503,45.25098
8630330696303481750,0,2018-05-08 03:04:00,8.20714,70.54727,8.67386,37.39874,11.176,88.0577,5.14812,8.02805,52.75762,33.57624,41.28535,22.89537,14.32166,11.1316,9.34533,24.96442,22.69914,97.28529,59.14222,3.08974
863033069630348867,1,2018-05-08 03:05:00,12.37307,45.00447,65.41397,64.48752,11.58032,32.21524,13.0828,8.94425,73.99133,69.76856,45.18397,53.37561,9.16457,13.99879,9.79733,61.9321,49.86189,15.11361,56.34166,76.86456
8630330696303481917,1,2018-05-08 03:06:00,12.77413,53.07342,11.22342,48.43328,14.44935,30.71168,11.01303,9.51722,21.4099,3.74295,61.19535,44.81119,7.6154,9.86562,5.764,72.76897,66.81776,85.28761,90.90025,54.32044
3590433799317661891,0,2018-05-08 03:07:00,13.48639,57.73259,10.62093,49.5853,12.59588,9.44793,9.37354,9.98958,27.14504,6.64818,55.25685,8.76659,12.03914,7.53521,8.85455,55.46339,79.30541,37.67986,88.24694,21.38173
863033069630348180,1,2018-05-08 03:08:00,11.63109,38.81216,24.46275,21.36516,7.2982,53.13505,8.83702,9.41061,69.37928,24.73802,44.33067,59.90507,11.00419,10.72245,8.00289,45.57501,15.69997,45.91668,61.60667,69.27383
863033069630348800,1,2018-05-08 03:09:00,11.37316,40.15455,75.01093,32.98669,15.90777,76.54837,13.25433,7.04275,72.40784,65.52984,35.63702,23.33422,11.19481,12.60644,10.54669,55.0105,11.11523,77.31222,75.84442,80.89122
3590433799317661552,1,2018-05-08 03:10:00,16.43135,41.74456,86.57771,41.51346,7.94019,73.86556,11.13295,15.3366,34.2893,4.18929,46.39246,82.96127,4.24025,13.96132,8.29308,54.44704,24.58793,84.09167,53.69268,13.89494
8630330696303481099,1,2018-05-08 03:11:00,13.92671,40.55022,20.39682,59.98044,12.85168,24.67436,14.31615,7.84843,52.38156,44.24754,47.72753,38.84775,8.06619,9.13709,9.01237,64.13497,6.53358,14.01339,14.89706,66.88994
8630330696303481636,1,2018-05-08 03:12:00,8.97525,51.62262,26.23885,78.6811275,12.88277,58.74299,12.13643,11.10393,14.73981,77.99982,45.298,65.75117,12.24075,14.70408,9.29272,39.36276,96.35004,98.73792,78.22867,90.4243
3590433799317661248,0,2018-05-08 03:13:00,13.38421,52.35512,24.46708,31.92479,13.63851,76.11122,9.27902,6.53494,1.82848,86.29652,50.16764,15.83509,13.78639,8.8889,15.10403,60.58783,33.68317,88.65276,70.69866,28.3601
3590433799317661693,0,2018-05-08 03:14:00,12.8153,56.58027,47.8893,43.12906,12.38097,34.42273,5.99067,8.21951,18.5972,37.12804,72.5200375,85.37098,12.7752,11.13939,9.02842,33.85908,65.05843,92.8708,1.60203,35.14917
359043379931766502,1,2018-05-08 03:15:00,14.02661,47.91202,51.89438,41.20001,9.14927,7.3139,13.99934,10.09415,21.86738,46.54132,51.45319,56.6807,5.49519,13.31582,13.28736,41.11427,1.98364,54.79196,20.93994,22.4075
8630330696303481057,1,2018-05-08 03:16:00,12.15712,38.68965,87.59017,45.11976,5.72429,75.09843,8.20918,10.44519,36.62534,23.66996,33.0763,95.71075,9.19787,9.11701,10.63022,35.60332,60.55356,48.19307,56.89172,8.09151
863033069630348560,0,2018-05-08 03:17:00,8.53879,42.29789,40.55511,65.94915,12.61866,62.54485,9.94055,9.78684,32.81233,0.9249,39.63529,77.96655,14.50339,7.41903,12.20733,38.59066,8.26459,14.8739,80.00349,76.32929
8630330696303481651,0,2018-05-08 03:18:00,14.50308,35.85616,70.19326,56.83371,14.64042,95.47957,9.01266,7.82499,91.67073,69.32582,48.90132,57.34927,9.35016,9.10441,11.57587,64.37638,52.92995,84.14649,84.61634,24.00881
3590433799317661438,1,2018-05-08 03:19:00,12.91369,59.74125,59.75573,61.18352,10.31684,74.22841,14.90743,5.86878,59.20562,30.9457,58.19044,1.41419,8.14132,11.95587,8.10799,55.41461,14.80126,95.69296,36.05205,16.28598
863033069630348321,0,2018-05-08 03:20:00,10.58549,50.22304,40.60693,45.70863,13.42681,20.88123,9.48815,7.6676,35.04171,53.66009,42.13012,93.29059,15.00666,9.64016,13.64591,64.6841,35.53217,58.66022,68.63116,87.17292
3590433799317661537,0,2018-05-08 03:21:00,11.81575,78.70915,95.53347,49.30081,10.16732,18.84814,4.88069,10.65207,51.00888,49.16292,36.92353,69.90976,7.87064,10.92906,14.9509,76.77049,35.48179,4.52005,15.84784,80.11489
8630330696303482378,1,2018-05-08 03:22:00,10.27595,44.5646,61.2771,39.88041,6.56033,14.93425,8.94642,12.70517,88.0456,21.19058,33.68673,10.90016,7.57861,12.80306,8.74262,63.1339,68.52433,39.62245,94.69671,2.56218
8630330696303482212,1,2018-05-08 03:23:00,9.72405,48.26851,10.7432,44.92919,9.76424,25.73589,6.97907,10.67047,32.00034,13.36647,47.192,14.9598,12.22711,9.95278,9.62771,42.40953,24.88753,14.71635,26.01967,81.87078
359043379931766858,0,2018-05-08 03:24:00,12.17512,33.26696,24.07999,36.09571,11.53656,14.32334,9.52134,8.72509,94.20821,97.62503,31.01667,90.47948,10.86272,5.95371,13.17351,56.32098,85.5237,74.11538,50.50327,90.14008
8630330696303481404,0,2018-05-08 03:25:00,10.43583,39.63647,74.33974,50.00015,12.71518,5.04986,9.17063,8.71461,93.88568,17.19143,33.21513,47.1343,9.88758,9.69943,6.83132,47.46978,2.42384,55.63172,48.80899,95.05249
8630330696303481735,1,2018-05-08 03:26:00,12.17478,69.29742,27.30152,44.84204,9.18959,39.21971,13.62623,9.68406,34.06048,59.17713,45.81381,93.82741,10.6238,10.4191,9.03865,53.74729,74.55412,44.88609,77.33003,44.44958
863033069630348214,1,2018-05-08 03:27:00,15.4952,33.519,32.72349,52.45683,14.22593,48.77717,12.72175,7.96952,15.01243,77.729,39.44287,74.23048,10.48986,10.32132,6.97138,65.42163,79.29767,31.64059,60.88786,49.68654
8630330696303481891,1,2018-05-08 03:28:00,12.0096,41.98331,94.45406,57.09868,13.31997,26.28431,11.19275,10.0634,0.08947,8.50847,47.14446,17.97337,10.2186,10.91038,11.14577,62.64847,96.10806,95.65697,0.37065,73.20232
863033069630348420,1,2018-05-08 03:29:00,14.15986,48.32748,72.84883,43.97414,13.53916,18.84862,13.8512,8.45954,93.06981,77.98702,40.87306,96.70041,8.04639,13.50219,10.70703,44.25238,35.64297,66.16691,35.74669,94.70988
8630330696303481735,1,2018-05-08 03:30:00,13.44257,46.69442,67.28888,64.08426,9.93263,2.99665,12.61943,13.31464,19.019,63.00259,36.66225,74.9255,10.47422,12.57151,7.38764,62.49466,3.86452,58.79335,60.09257,9.8818
8630330696303481347,1,2018-05-08 03:31:00,14.37841,35.87368,96.80268,52.65101,12.14056,33.66108,10.09596,15.73619,49.63818,18.86992,28.47096,79.82865,8.51444,10.71457,7.3911,53.93054,26.96693,88.54959,97.04363,36.13659
3590433799317661271,1,2018-05-08 03:32:00,9.97844,55.58095,46.79524,64.32394,10.78063,86.38472,7.76273,11.33993,25.40868,89.38059,45.00965,6.72566,9.12239,17.62321,8.56434,53.07958,72.35893,72.59231,99.1059,97.46499
3590433799317661461,0,2018-05-08 03:33:00,11.33559,13.475155000000015,42.38095,37.4397,15.65999,63.63689,7.75536,4.45173,89.58236,36.73487,26.68769,53.44587,12.51036,9.73397,13.79217,43.267,79.16603,58.60513,64.68539,35.23887
3590433799317661651,1,2018-05-08 03:34:00,10.17725,31.85733,94.69437,48.98804,12.41859,51.80814,6.23878,8.05084,16.96987,72.36565,49.01719,94.70273,10.71693,8.48409,7.80157,67.13725,83.13825,58.3957,98.95776,62.82106
359043379931766775,0,2018-05-08 03:35:00,13.27878,30.1362,37.69415,55.42312,12.77428,76.95263,8.83284,10.26646,22.89076,59.55127,33.39238,65.28156,12.05274,10.16747,12.47098,56.83266,74.31516,2.34405,12.99754,23.18989
359043379931766791,0,2018-05-08 03:36:00,6.28866,42.27443,89.0825,41.54732,14.5075,10.77257,8.05248,9.46532,85.03183,43.828,48.65089,75.57147,12.00537,9.50226,7.10289,49.67376,74.74637,66.8247,3.53662,77.74993
863033069630348057,1,2018-05-08 03:37:00,13.79768,63.38343,36.93451,57.36211,8.27047,14.95783,6.24088,11.52669,62.07948,55.35957,46.9598,97.63384,6.8109,16.76171,8.15542,51.7963,70.85351,30.30208,18.50687,77.81157
8630330696303481065,0,2018-05-08 03:38:00,13.53186,65.22448,63.96486,60.25689,12.79382,94.92235,15.76881,9.29445,13.25362,3.71774,47.43135,26.68836,8.39897,12.43968,10.30446,36.91418,13.18472,43.50133,99.32884,17.42126
359043379931766239,1,2018-05-08 03:39:00,13.98173,56.87476,93.6522,17.570307500000006,10.12119,35.73817,11.81433,9.38274,75.51057,69.95857,40.65558,15.32836,9.66583,11.85084,9.35806,49.14415,89.63036,44.52611,63.38349,0.64391
3590433799317662188,0,2018-05-08 03:40:00,5.8308399999999985,65.69102,8.14081,59.31543,13.79992,45.13005,9.6148,6.40067,6.34819,99.54542,37.64527,75.85117,11.86671,11.2975,8.26572,46.35311,88.03237,68.38544,7.17506,81.00471
863033069630348107,1,2018-05-08 03:41:00,12.18783,55.6923,8.51169,65.82329,9.20871,12.60358,5.59039,11.92706,51.17542,73.7649,25.38045,83.91473,8.62505,10.96842,7.6406,43.79991,76.67736,71.9371,96.08757,51.89154
8630330696303481545,0,2018-05-08 03:42:00,8.39495,36.72152,58.65616,48.42486,10.7461,81.15443,9.10895,7.83647,35.49348,32.55729,37.35612,86.27988,11.27435,6.98863,10.56999,39.29332,92.69529,62.25244,26.9358,12.26048
8630330696303482410,0,2018-05-08 03:43:00,9.37147,54.7546,9.21769,57.15259,10.26921,87.72814,8.6844,9.31626,10.83651,80.59509,48.91726,26.38485,9.9105,10.6462,12.86384,32.106,25.36821,95.78095,36.09355,59.22688
863033069630348453,1,2018-05-08 03:44:00,11.83492,61.95852,25.43551,66.07914,8.82079,82.08151,7.45289,12.68068,28.32113,83.70764,47.15377,36.03343,8.29535,9.96348,9.94403,84.9908,6.93779,53.36512,97.44729,22.6126
863033069630348271,0,2018-05-08 03:45:00,12.98909,36.96904,50.69036,53.78959,9.28226,90.24069,8.48606,13.72189,14.91343,54.50879,41.13511,91.40324,12.17039,7.33186,10.91967,46.64302,85.34487,85.22694,72.29687,3.47115
863033069630348099,1,2018-05-08 03:46:00,15.50991,31.67624,27.06444,67.7365,11.4818,97.20043,11.945,8.2445,42.13065,58.67205,43.80189,82.48132,9.73632,15.1831,10.62392,33.45955,20.70985,45.71541,80.61203,16.2861
863033069630348982,1,2018-05-08 03:47:00,9.54703,49.11835,76.1754,35.35597,7.26961,54.91895,9.51054,14.38812,29.08145,27.02363,34.71951,27.28944,5.35959,11.36556,8.37821,62.56149,77.90002,0.10899,29.18422,18.85932
359043379931766759,1,2018-05-08 03:48:00,15.25716,41.81505,76.9227,56.86672,13.13327,99.24634,11.92381,7.72305,62.5029,81.70859,26.83551,33.61453,6.33298,13.3332,6.68595,49.80677,30.40268,95.24552,17.58677,40.14049
8630330696303481438,1,2018-05-08 03:49:00,11.93376,18.54667,26.83471,45.77469,6.9906,22.71924,9.41701,9.24728,0.49834,32.89425,52.73973,70.1821,9.5926,12.06728,12.85688,64.74577,20.16293,56.53936,46.78961,54.90494
863033069630348032,0,2018-05-08 03:50:00,9.06333,61.87759,22.72279,39.85781,13.55927,69.49516,11.78545,5.49804,21.82479,14.2497,38.74026,16.62911,14.28588,12.23202,7.66558,42.24302,5.59375,45.18109,54.01644,25.44412
8630330696303481396,0,2018-05-08 03:51:00,14.37248,36.36745,88.39172,52.29163,13.92327,22.61057,11.67759,9.95102,28.56292,83.73596,46.31337,5.31072,15.13605,7.79071,10.47122,61.19865,49.61618,59.72,21.91253,95.54087
8630330696303481925,1,2018-05-08 03:52:00,15.24798,41.10287,54.56075,46.00083,7.59791,32.69656,11.33332,9.1361,24.98269,54.63251,29.6522,53.19499,7.32792,13.98753,9.48941,50.52998,43.9681,17.71855,41.75481,18.31318
3590433799317661982,1,2018-05-08 03:53:00,12.2911,54.63825,42.9165,36.58434,15.23355,72.5391,13.35981,6.37043,51.25077,42.91251,49.46544,4.97718,5.36875,12.8,8.58777,48.22506,12.13572,72.90144,95.13785,94.57078
8630330696303481065,1,2018-05-08 03:54:00,10.03666,55.48375,94.90995,60.75137,10.44674,87.3414,9.12488,13.01297,30.06156,54.51534,36.92772,71.73542,9.81052,12.07573,9.03547,37.24252,31.55226,38.688,9.22202,83.79644
863033069630348032,0,2018-05-08 03:55:00,14.40627,54.58424,63.11203,49.34129,7.28241,71.84777,8.2881,13.72674,14.19465,58.64846,38.31141,31.99345,7.36003,11.14815,8.54013,31.85719,80.37506,44.86674,25.57088,51.05507
8630330696303481230,1,2018-05-08 03:56:00,11.92277,37.83825,36.13097,33.47185,10.4326,16.88934,4.4187,11.43462,77.81977,6.66006,48.94331,81.9629,10.74921,6.48956,9.09287,32.44017,93.37681,94.31848,18.01231,11.69115
3590433799317661420,0,2018-05-08 03:57:00,10.44343,49.25976,62.04295,37.75334,13.2966,59.38973,8.0689,8.46485,55.57569,50.1607,30.49356,1.95756,11.74109,8.38418,8.20826,43.36951,89.40837,74.07173,87.92102,16.42615
863033069630348388,1,2018-05-08 03:58:00,13.98773,34.20515,69.88426,42.86654,13.4034,39.12903,9.81632,8.76926,27.25583,27.38634,34.26835,54.39945,8.20898,12.82706,10.36147,32.17105,2.25915,24.97748,0.0,34.00277
863033069630348008,0,2018-05-08 03:59:00,9.91337,52.31309,93.83683,56.7221,10.17939,84.37704,9.09969,10.34449,18.96481,21.01653,36.7383,93.26865,13.6913,9.35406,12.30115,55.54843,71.94149,78.92202,20.11656,27.11375
359043379931766395,1,2018-05-08 04:00:00,11.36717,66.68399,17.9018,40.41302,9.79576,32.44074,8.02422,11.82225,58.53411,95.40818,30.26376,30.71512,9.44611,13.87182,6.9407,55.86975,75.47713,63.65,89.76494,30.37634
3590433799317661271,0,2018-05-08 04:01:00,10.83251,56.61243,66.20521,50.40421,9.07586,3.98563,6.38853,10.11378,79.49378,30.9111,41.31338,10.8854,10.05947,7.33484,9.08614,62.18601,11.39612,69.55396,43.72654,70.90453
863033069630348180,0,2018-05-08 04:02:00,12.09059,49.94478,6.34342,65.63725,14.84589,66.02789,10.24331,6.01899,63.88598,82.77835,56.49788,80.01796,14.00739,9.90117,13.67556,49.52295,44.95626,52.71813,74.29234,95.81083
863033069630348065,1,2018-05-08 04:03:00,14.38727,34.46604,88.93937,62.21417,11.49568,19.94051,9.88743,13.62837,37.93289,18.29792,40.98247,1.52998,6.95417,14.10666,10.29582,46.41577,31.42627,37.99554,13.89303,93.12352
863033069630348271,0,2018-05-08 04:04:00,14.05264,48.83621,97.69943,62.97474,8.33612,13.09608,9.8049,10.62456,44.17673,41.79417,40.52667,4.69992,7.925,15.62641,12.43405,51.52719,85.28244,87.87007,21.60275,84.09597
863033069630348842,1,2018-05-08 04:05:00,11.3373,34.63974,18.53202,40.50093,14.33493,82.4394,10.76393,4.06456,68.8522,68.67107,35.17313,63.38638,13.67385,12.46015,6.32682,40.89244,63.90102,97.96422,92.14727,5.86068
3590433799317662436,1,2018-05-08 04:06:00,11.33267,65.33126,38.918,35.75791,8.8846,6.89463,5.6912,11.51878,40.43192,37.81854,37.94783,98.13227,10.80117,10.48046,7.77701,55.46692,78.64328,11.70254,63.36865,22.90434
359043379931766809,1,2018-05-08 04:07:00,14.04647,43.61544,38.96651,47.65879,13.16882,0.00294,10.73748,15.16938,72.3814,75.42595,33.35639,16.77826,11.39526,12.06608,6.00791,52.88916,52.8583,29.53725,27.86597,59.72845
3590433799317661362,0,2018-05-08 04:08:00,13.30401,44.13334,6.73955,26.94338,10.58982,40.11237,10.92043,11.85325,86.51623,97.80559,33.31215,29.60658,15.41033,7.72979,11.51934,60.49422,78.75741,75.62412,86.51686,39.01296
8630330696303482055,0,2018-05-08 04:09:00,12.91934,59.82848,22.08666,44.56877,12.8394,91.7899,9.66607,8.43105,98.56666,24.35023,36.7576,4.47508,11.91225,8.90727,10.74015,50.66292,99.83075,26.0048,90.04627,90.14964
359043379931766197,1,2018-05-08 04:10:00,11.41097,39.6045,82.62883,38.65575,10.96916,62.89396,10.32836,8.9406,11.36288,24.12289,34.62128,36.40746,7.57606,15.25599,12.03296,51.5409,80.77821,47.14424,3.94014,69.05951
863033069630348784,0,2018-05-08 04:11:00,8.79159,69.59562,31.11613,54.17478,10.69354,50.82825,9.57488,12.03716,63.03803,6.91414,36.71207,21.77901,8.03984,13.86309,11.08216,60.77455,76.50759,36.56045,8.25601,6.49073
863033069630348388,1,2018-05-08 04:12:00,16.31436,58.59707,99.17393,32.67585,9.34377,71.12019,13.09075,9.29,75.39629,74.07085,32.21577,88.87669,6.49994,13.18725,9.55443,46.30832,29.81052,38.1765,37.47718,62.43981
3590433799317661990,1,2018-05-08 04:13:00,13.6262,28.49545,24.05342,68.90817,7.2865,67.41543,9.33395,13.41083,23.97744,48.47191,37.38167,9.05803,5.14757,11.29872,9.33636,53.74178,3.69122,59.7075,16.07317,56.23593
8630330696303481230,0,2018-05-08 04:14:00,8.89086,31.09266,77.27342,46.53267,6.02817,77.72672,6.13809,14.66354,82.13086,23.31018,31.12092,83.8153,15.8672,9.63434,15.195692500000003,60.54458,1.25216,85.74165,89.9539,77.31641
863033069630348628,0,2018-05-08 04:15:00,11.54059,41.42683,77.53295,37.32376,9.54697,75.6132,9.4844,7.86896,60.86611,35.85379,38.69693,0.80064,11.75526,9.28564,15.195692500000003,33.16265,49.62624,50.24435,24.06336,38.70084
8630330696303481263,1,2018-05-08 04:16:00,11.99743,41.20597,60.39323,52.47888,8.29397,77.22561,5.29887,11.81292,45.44578,7.6597,49.10381,74.7076,5.9803,11.27484,9.46652,59.8967,59.82041,53.27589,6.05729,61.03838
863033069630348008,1,2018-05-08 04:17:00,11.38154,46.21852,49.68114,46.9068,14.09716,3.82837,10.24613,8.25616,68.41929,66.77671,29.86927,25.61015,9.76386,14.18925,9.73106,68.75526,64.36885,84.75597,93.14386,34.81156
359043379931766312,1,2018-05-08 04:18:00,12.71248,43.35617,2.71616,54.02621,8.42909,66.30501,8.69115,13.93451,65.64599,13.86717,13.13176,80.78683,7.46663,10.56422,7.56844,45.90664,87.01566,64.37797,6.80291,11.96854
863033069630348511,1,2018-05-08 04:19:00,12.68761,41.15438,53.48117,56.71347,13.45877,66.43961,14.98141,6.15552,67.1928,39.58276,18.94968,80.59965,7.84216,13.38239,9.73687,38.8734,79.89158,10.49514,20.16696,71.28029
3590433799317661586,0,2018-05-08 04:20:00,10.80848,45.93457,39.63254,45.54109,10.78126,56.75599,12.84671,9.90125,15.29624,29.81935,42.32485,72.22211,8.33266,11.02973,8.45756,80.25428,73.18787,62.58123,49.88877,69.72867
8630330696303482402,1,2018-05-08 04:21:00,9.73901,55.06497,19.23779,50.77135,8.37469,53.43355,10.48289,10.7786,65.3385,70.0056,40.13123,87.7691,12.13786,11.93613,8.56072,53.19913,93.10987,27.90687,86.58765,88.5938
